Time,LC_Z,LC_Y,LC_X,LT_Z,LT_Y,LT_X,RT_Z,RT_Y,RT_X,C_Z,C_Y,C_X,RC_Z,RC_Y,RC_X,S_Z,S_Y,S_X,class
,60,68,54,63,89,91,63,83,68,58,74,75,63,84,67,67,86,68,1
,57,82,72,72,112,112,63,87,67,58,78,79,64,87,67,66,90,63,1
,65,93,65,79,87,105,65,92,59,63,78,83,65,83,55,67,80,63,1
,70,82,74,64,71,84,67,86,70,63,74,75,63,73,67,64,83,72,1
,63,80,65,59,88,98,64,77,64,59,74,79,58,80,75,64,86,67,1
,64,86,67,67,88,102,58,81,71,59,74,75,59,76,76,66,87,71,1
,65,87,67,66,83,96,60,79,76,59,74,75,59,76,72,66,86,68,1
,65,84,67,63,86,99,60,83,77,59,74,75,57,75,60,65,87,69,1
,65,84,66,66,88,100,66,97,63,58,78,79,58,77,77,68,87,63,1
,65,84,63,67,86,103,71,81,60,63,79,79,57,71,66,67,83,60,1
,65,86,52,67,93,105,60,72,81,63,75,79,57,79,66,65,84,73,1
,64,79,69,67,78,104,56,84,71,58,74,75,62,82,67,65,84,65,1
,62,83,77,61,84,100,64,87,67,58,74,75,63,82,67,65,86,72,1
,63,82,76,63,80,96,64,87,70,58,74,75,62,87,68,65,87,69,1
,64,88,71,61,81,91,65,87,67,58,74,75,64,83,69,66,88,69,1
,64,79,57,64,93,98,65,83,67,58,74,75,63,83,70,66,86,67,1
,62,81,76,72,104,105,64,87,63,58,75,79,67,86,66,67,91,63,1
,61,62,67,79,97,108,66,92,59,63,75,83,67,90,59,69,83,65,1
,54,89,71,69,75,92,67,84,64,59,74,75,63,75,62,64,83,67,1
,66,85,67,60,85,96,63,83,65,59,74,79,57,79,74,63,86,68,1
,65,82,67,65,89,102,62,83,72,59,74,75,61,76,74,66,85,69,1
,64,86,68,66,82,97,60,80,73,59,74,75,57,76,70,66,87,68,1
,66,86,67,63,87,99,61,84,76,59,74,75,59,73,63,66,87,69,1
,65,85,67,65,89,100,66,99,63,58,78,79,57,83,76,65,87,64,1
,64,83,65,65,84,100,72,85,71,63,78,79,60,82,61,66,88,65,1
,66,82,65,67,89,102,66,87,65,63,75,78,62,81,67,68,86,68,1
,65,85,62,69,92,102,67,91,60,59,74,75,62,81,66,66,83,70,1
,63,76,71,66,70,104,67,89,68,57,74,79,62,83,67,64,86,65,1
,61,84,82,56,84,98,65,83,70,59,74,75,62,83,70,66,87,70,1
,64,81,73,63,80,94,64,84,69,58,74,75,65,84,68,67,87,68,1
,63,84,64,63,85,89,63,88,69,58,74,75,64,85,71,67,88,68,1
,62,72,60,67,104,111,65,88,68,58,75,78,63,85,68,65,87,64,1
,56,69,72,77,99,101,67,87,66,63,78,79,65,84,64,67,87,61,1
,56,79,49,75,97,121,65,87,63,63,75,79,65,87,59,65,80,69,1
,61,76,69,68,73,96,66,86,58,59,74,74,64,73,61,62,84,67,1
,63,89,68,60,88,98,65,86,67,59,74,79,56,79,76,64,83,68,1
,68,88,67,67,88,100,63,81,72,59,74,75,59,76,74,64,83,67,1
,67,87,67,67,86,98,60,75,73,59,74,79,56,68,70,63,82,68,1
,66,87,67,65,88,101,56,69,65,59,74,79,54,76,73,63,81,68,1
,67,87,66,66,88,100,56,85,64,59,74,79,59,76,67,63,81,65,1
,67,87,59,67,88,103,67,94,59,59,74,75,60,86,67,62,79,66,1
,64,74,71,65,76,99,68,85,67,57,74,79,64,83,67,63,85,70,1
,60,79,74,60,78,96,66,87,70,56,74,75,64,83,68,66,86,68,1
,60,77,71,62,88,97,65,85,68,58,74,75,66,81,69,66,86,68,1
,59,76,73,67,92,97,64,83,68,58,74,75,65,82,66,66,86,67,1
,65,108,64,70,96,88,65,91,61,58,74,83,66,88,63,66,86,67,1
,73,79,70,71,86,99,67,91,64,58,74,78,64,78,67,65,81,67,1
,63,86,67,65,88,99,66,83,67,59,74,79,58,79,71,63,85,69,1
,65,86,67,66,89,99,62,86,64,59,74,75,62,80,70,65,86,69,1
,66,86,67,67,84,98,63,83,68,59,74,75,62,79,71,67,86,68,1
,65,86,67,63,87,100,63,84,72,58,74,75,59,76,66,65,88,68,1
,65,84,67,64,83,99,64,92,73,59,74,75,58,76,71,66,87,66,1
,65,84,66,64,87,101,70,92,68,59,75,79,63,105,64,68,88,67,1
,65,82,60,67,87,106,70,87,65,59,74,82,72,73,68,66,82,61,1
,63,86,61,67,92,102,66,86,60,58,74,78,58,82,67,63,83,73,1
,64,76,71,67,72,102,65,87,68,59,74,78,63,81,70,64,85,67,1
,61,85,79,58,87,99,64,86,67,59,74,75,64,83,67,66,86,71,1
,65,81,73,65,82,96,65,87,68,58,74,75,65,85,69,67,87,69,1
,63,82,70,64,86,92,65,86,70,58,74,75,64,83,70,67,88,69,1
,60,74,59,67,97,99,64,83,67,58,74,75,64,83,67,65,86,67,1
,59,81,75,73,103,106,63,86,65,58,78,79,63,83,64,63,91,62,1
,62,79,71,73,90,104,64,92,58,63,79,83,66,91,53,64,82,64,1
,64,89,70,64,74,86,68,88,66,60,74,75,66,68,59,63,84,71,1
,70,83,66,62,90,98,67,79,65,59,74,79,57,82,75,67,84,67,1
,64,83,67,69,88,100,62,82,71,59,74,75,60,79,75,65,85,70,1
,65,86,68,66,82,96,62,79,76,59,74,75,59,75,71,65,87,70,1
,65,85,67,63,87,100,60,86,75,58,74,75,59,73,62,68,88,69,1
,67,83,66,68,88,101,67,99,62,63,78,79,57,77,80,69,88,63,1
,64,85,64,68,89,103,71,79,67,63,79,83,58,71,73,67,84,60,1
,66,88,52,68,91,103,60,73,82,62,74,79,59,79,68,65,84,72,1
,63,71,68,65,73,103,58,86,71,58,74,79,62,83,67,64,83,64,1
,59,86,79,57,83,100,64,86,68,59,74,75,63,82,68,65,87,72,1
,67,82,75,64,80,94,67,87,69,59,74,75,65,84,69,69,87,68,1
,65,86,72,63,82,89,65,87,68,58,74,75,63,83,68,67,88,69,1
,64,83,60,67,105,112,64,86,67,58,75,78,62,83,68,67,84,64,1
,62,72,67,76,90,98,65,89,62,59,78,83,65,86,62,65,84,60,1
,59,79,60,67,81,102,68,87,60,62,75,79,65,84,70,65,86,71,1
,62,79,67,63,82,104,63,70,57,59,74,78,62,75,69,65,83,65,1
,62,85,68,62,84,99,53,83,65,59,74,78,59,80,76,63,87,71,1
,64,83,67,63,89,99,61,83,72,59,74,75,59,78,74,63,87,69,1
,64,84,67,65,86,100,60,79,79,59,74,75,58,75,54,64,88,69,1
,67,86,67,65,88,100,64,96,56,58,75,75,58,78,85,69,86,65,1
,67,83,64,67,84,103,73,92,68,63,78,79,64,101,57,68,90,64,1
,64,84,60,65,89,107,69,94,59,63,78,83,71,76,63,67,81,67,1
,64,88,63,67,90,102,69,90,63,60,74,75,61,81,63,63,86,71,1
,66,76,71,67,75,104,68,88,68,59,74,79,63,83,67,67,84,67,1
,62,84,79,60,83,99,66,87,68,59,74,75,64,83,68,65,87,70,1
,64,81,76,63,80,93,64,82,68,59,74,75,63,83,71,67,87,68,1
,64,87,69,62,84,89,62,85,67,58,74,75,62,83,68,67,88,69,1
,65,79,60,68,108,118,64,88,69,58,75,75,64,84,67,68,84,65,1
,62,75,68,79,92,98,66,88,64,62,79,83,64,83,62,67,86,61,1
,60,80,49,71,95,102,67,91,59,62,75,79,63,83,67,66,81,70,1
,61,80,66,70,86,106,66,76,54,59,74,75,62,70,68,63,82,67,1
,63,87,69,65,85,99,59,83,63,59,74,79,56,78,76,65,86,69,1
,66,84,67,65,88,99,64,83,72,59,74,75,60,78,74,67,86,69,1
,65,86,67,67,88,102,62,79,75,59,74,75,56,72,62,67,87,68,1
,66,86,67,66,88,100,65,99,63,58,74,78,57,68,76,67,87,67,1
,65,84,65,67,88,103,71,88,73,59,78,79,55,87,63,65,88,67,1
,63,86,55,66,94,105,68,110,41,59,75,79,64,84,73,63,79,68,1
,65,83,73,70,91,108,78,89,62,59,74,71,63,84,66,64,84,67,1
,67,87,79,67,81,99,66,88,67,58,74,79,63,83,67,66,84,72,1
,66,82,74,60,76,92,65,87,69,59,74,78,62,88,68,64,83,68,1
,63,73,76,56,66,90,66,88,67,59,74,78,64,84,68,65,80,69,1
,64,99,59,54,81,126,66,85,65,59,74,79,66,86,72,64,80,68,1
,66,56,68,60,63,103,64,87,63,56,74,82,63,79,71,62,80,67,1
,51,84,66,52,80,100,64,84,72,59,74,78,60,73,66,62,83,67,1
,64,84,67,62,89,102,60,73,67,58,74,79,59,81,68,64,84,68,1
,63,83,67,66,83,96,59,90,70,59,74,75,62,83,69,65,86,69,1
,63,85,67,63,86,99,68,88,69,59,74,75,63,82,69,66,87,68,1
,66,86,67,66,89,102,67,88,71,59,75,75,64,83,71,67,87,68,1
,65,83,67,67,86,99,67,89,70,63,75,75,67,92,59,67,86,67,1
,63,80,65,64,84,102,67,92,72,59,74,79,66,76,68,66,87,64,1
,63,87,59,66,92,106,67,83,64,58,74,82,60,79,68,65,80,67,1
,63,72,71,68,83,104,65,90,68,58,74,78,62,80,69,63,84,66,1
,59,88,72,62,83,103,66,88,68,59,74,75,62,81,69,64,85,71,1
,66,83,73,63,83,96,66,86,69,58,74,75,63,83,67,65,86,68,1
,65,82,72,63,81,91,64,85,67,58,74,75,65,83,68,67,88,68,1
,63,79,59,64,93,96,63,83,69,58,74,75,63,83,67,67,87,67,1
,63,83,71,72,103,106,63,87,65,58,78,79,65,83,65,67,89,65,1
,62,73,72,76,91,105,66,89,57,60,75,83,65,89,56,66,82,64,1
,60,92,67,67,79,95,67,88,65,58,74,75,67,72,61,64,83,70,1
,68,82,65,61,87,97,65,79,64,59,74,78,57,79,74,64,84,69,1
,64,84,67,66,88,101,62,83,70,59,74,75,60,77,74,65,84,70,1
,64,86,67,66,85,98,62,80,73,58,74,75,59,78,71,65,86,68,1
,65,84,67,64,86,99,60,85,77,59,74,75,58,74,61,66,87,69,1
,65,83,66,66,88,100,66,98,66,59,78,79,57,79,82,66,87,65,1
,64,85,65,66,87,103,72,87,71,63,78,79,60,72,66,66,86,64,1
,66,84,57,68,94,107,62,71,70,63,75,79,53,75,72,67,82,67,1
,65,79,69,70,81,109,60,91,64,58,74,75,57,80,68,65,83,66,1
,62,82,75,63,83,102,66,88,66,58,74,78,62,84,67,65,86,72,1
,63,82,76,63,81,94,65,87,70,59,74,75,63,84,68,65,85,68,1
,62,79,72,61,80,90,64,86,68,58,74,75,65,83,69,67,88,70,1
,62,76,50,64,91,95,64,84,67,58,74,75,64,86,68,68,85,67,1
,61,78,79,72,107,108,63,87,65,58,78,79,67,83,66,66,91,63,1
,59,74,79,76,88,103,65,91,60,63,78,83,63,86,53,66,81,64,1
,61,96,71,62,71,81,67,84,68,58,74,75,62,70,65,60,83,72,1
,68,81,65,56,88,96,63,81,65,59,74,79,55,78,74,64,83,67,1
,65,83,67,68,86,102,63,82,72,59,74,75,60,78,74,67,86,69,1
,65,86,67,67,84,97,62,80,75,59,74,75,58,73,69,67,87,69,1
,65,84,67,64,87,99,60,85,75,58,74,75,56,71,65,66,87,68,1
,65,84,67,66,88,99,68,103,57,59,78,79,58,78,78,67,87,63,1
,66,84,62,68,85,106,75,79,61,63,79,83,59,70,60,67,82,61,1
,66,88,54,66,91,104,60,74,83,60,75,78,58,79,66,63,83,72,1
,64,75,75,67,79,107,58,86,70,58,74,75,60,84,69,63,83,67,1
,60,81,77,61,84,100,65,86,67,58,74,78,62,81,68,63,86,70,1
,64,83,74,63,81,96,66,86,69,59,74,75,65,84,68,68,87,69,1
,64,81,71,63,81,91,65,86,68,58,74,75,64,86,71,67,88,69,1
,62,77,57,65,95,98,64,87,67,58,74,75,63,86,69,67,85,67,1
,60,82,77,73,103,106,64,86,65,58,75,79,63,81,66,66,91,65,1
,64,84,71,75,87,108,64,86,63,63,78,83,63,81,60,68,81,64,1
,64,83,72,63,75,89,63,82,65,60,75,75,63,85,69,63,83,71,1
,63,82,66,60,89,99,61,74,61,59,74,75,61,81,68,61,84,66,1
,63,86,67,65,87,102,55,83,70,59,74,75,60,78,73,62,86,71,1
,67,85,67,66,86,98,64,83,71,59,74,75,61,76,74,67,86,68,1
,67,87,67,67,86,99,63,81,76,59,74,75,58,72,59,67,87,69,1
,67,88,67,66,88,101,63,88,67,59,74,75,56,78,69,66,86,66,1
,66,84,67,66,84,99,68,99,63,59,75,75,59,82,71,66,88,64,1
,65,83,67,64,84,99,74,86,68,63,79,79,61,69,79,67,86,63,1
,64,82,64,65,89,103,64,79,67,63,75,78,58,81,71,67,83,67,1
,64,84,63,69,91,103,61,85,68,59,74,75,61,83,67,64,83,70,1
,63,76,73,65,73,103,64,86,69,58,74,79,64,84,67,63,83,65,1
,60,85,81,58,83,96,64,87,68,59,74,78,65,84,70,63,86,71,1
,64,80,70,63,81,94,65,86,67,58,74,78,64,88,70,66,86,67,1
,60,73,59,63,87,96,65,89,66,59,74,78,66,88,68,65,86,68,1
,53,51,77,71,105,103,68,91,64,59,74,75,67,88,65,65,83,65,1
,54,111,50,71,72,115,67,86,67,58,74,83,65,81,57,64,79,68,1
,79,91,65,58,78,97,66,92,63,59,74,75,60,76,72,62,83,68,1
,71,97,68,63,97,102,70,93,65,59,74,82,60,78,70,63,80,67,1
,71,84,67,70,81,99,66,79,69,59,74,78,59,76,74,63,83,69,1
,65,88,67,63,83,97,59,81,67,59,74,75,58,78,70,64,81,67,1
,67,88,67,63,88,100,62,86,64,59,74,78,58,79,68,63,82,67,1
,67,88,67,66,87,99,63,82,67,59,74,79,59,76,70,63,84,67,1
,67,88,67,65,86,99,62,83,70,59,74,75,57,72,71,65,85,67,1
,67,88,67,65,86,99,63,86,71,59,74,78,56,71,72,65,84,68,1
,67,88,66,66,88,100,64,88,74,59,74,79,54,74,47,65,84,66,1
,67,80,61,67,88,106,64,80,81,59,74,79,58,80,71,64,81,68,1
,61,78,65,67,86,103,63,88,67,59,74,75,61,79,67,63,82,66,1
,62,85,73,65,79,99,66,86,68,59,74,79,62,82,67,63,84,70,1
,63,78,70,62,86,98,64,84,70,59,74,75,60,82,71,64,86,70,1
,61,82,70,65,87,94,63,86,69,58,74,75,62,81,68,67,87,68,1
,63,80,64,67,96,96,63,84,69,58,74,78,61,82,67,65,87,67,1
,62,81,67,72,100,103,63,86,67,58,75,79,63,83,67,65,88,65,1
,62,78,71,73,92,99,64,86,65,63,78,79,63,83,65,66,84,61,1
,58,66,60,71,94,105,65,89,63,63,75,79,66,87,63,65,83,68,1
,58,86,68,70,83,104,67,83,60,59,74,78,65,74,62,65,83,67,1
,65,83,67,63,87,99,63,84,64,59,74,75,58,80,78,63,84,70,1
,64,84,68,66,89,99,63,84,70,59,74,75,61,78,74,66,86,70,1
,66,86,68,68,86,99,63,79,75,59,74,75,58,74,71,67,87,69,1
,65,84,67,65,87,99,60,87,76,59,74,75,56,70,65,65,87,68,1
,63,84,65,64,89,101,65,95,66,58,78,79,54,74,74,63,88,62,1
,63,84,60,63,86,107,70,99,56,63,79,79,55,71,62,61,80,60,1
,66,92,52,63,89,103,68,76,71,59,74,78,59,82,65,61,84,74,1
,68,71,65,66,72,103,62,86,70,58,74,78,66,84,70,67,84,64,1
,61,84,79,60,85,99,67,88,67,58,74,75,63,84,68,65,87,73,1
,63,81,75,63,81,95,65,88,67,58,74,75,64,83,68,66,86,68,1
,63,86,72,62,81,90,65,85,69,58,74,75,64,84,69,67,88,70,1
,65,79,62,67,103,108,64,86,65,60,75,78,62,84,67,67,84,65,1
,62,76,70,76,92,99,65,89,61,60,78,83,64,84,62,65,85,59,1
,60,71,60,69,83,104,67,89,60,62,75,79,67,89,62,67,84,70,1
,57,79,68,64,83,108,65,76,55,59,74,75,64,73,64,65,84,65,1
,63,85,69,63,83,97,60,84,66,59,74,75,60,81,78,67,86,72,1
,66,84,67,65,89,100,63,83,72,59,74,75,62,75,76,67,87,69,1
,65,86,67,68,87,100,61,81,75,59,74,75,58,75,62,66,88,70,1
,65,86,67,65,88,99,61,90,66,59,75,75,56,76,68,66,87,67,1
,65,83,65,67,86,101,69,97,64,63,78,79,59,85,69,68,90,63,1
,63,83,61,65,86,105,73,95,62,63,79,79,60,71,56,67,83,63,1
,64,91,57,65,89,102,68,77,76,63,74,78,57,79,65,62,84,74,1
,66,79,63,63,76,103,58,87,70,56,74,78,62,86,68,61,84,67,1
,62,85,76,58,86,100,63,87,66,56,74,75,65,84,68,62,86,71,1
,67,83,74,64,81,97,65,84,71,59,74,75,65,84,68,67,87,68,1
,66,83,68,65,84,92,65,88,68,58,74,75,64,83,67,68,87,69,1
,62,75,57,67,96,97,63,83,67,58,74,78,64,84,68,66,86,66,1
,60,81,76,74,104,106,63,88,65,58,75,79,63,84,63,65,89,63,1
,63,81,67,77,103,110,66,88,60,63,78,83,67,88,57,67,83,65,1
,65,86,68,73,76,95,67,89,66,60,75,75,65,76,63,64,83,70,1
,64,85,67,61,88,97,67,81,64,59,74,79,58,79,74,65,85,67,1
,65,83,67,67,88,99,61,82,72,59,74,75,59,77,75,65,86,71,1
,64,86,67,66,84,99,62,80,74,59,74,75,59,78,69,68,88,68,1
,67,87,67,67,88,102,61,84,76,59,74,75,57,72,64,68,88,68,1
,65,85,67,67,87,100,65,97,67,59,78,75,58,81,78,67,88,65,1
,64,83,66,65,84,100,71,87,70,63,78,75,70,126,51,67,90,68,1
,63,83,61,65,89,103,68,101,59,63,78,83,85,82,68,67,83,63,1
,64,84,63,67,89,101,71,76,72,59,74,74,64,83,66,65,85,73,1
,63,76,73,65,77,103,60,88,68,58,74,79,65,84,69,63,83,66,1
,62,87,80,59,84,98,65,88,69,59,74,75,65,82,67,64,83,68,1
,67,83,78,63,79,96,65,86,68,59,74,78,63,83,70,65,83,69,1
,61,70,71,59,76,89,65,85,68,59,74,78,63,82,68,64,81,69,1
,60,86,63,57,72,107,65,86,68,59,74,79,63,83,70,62,79,66,1
,64,77,63,63,99,106,66,89,66,59,74,79,62,75,68,64,82,68,1
,61,81,66,75,95,99,64,80,70,59,74,78,59,72,70,63,82,62,1
,63,84,66,69,86,100,61,78,66,58,74,78,58,79,71,63,85,70,1
,64,82,67,66,88,99,59,82,71,59,74,75,59,81,70,65,86,70,1
,63,83,67,66,81,97,63,88,71,59,74,75,63,83,72,65,86,68,1
,64,84,68,63,86,102,67,92,70,59,74,75,65,94,58,66,85,67,1
,64,83,66,66,88,102,69,98,69,59,74,79,67,81,69,66,86,68,1
,64,86,64,67,89,103,72,86,67,59,74,79,64,79,67,65,83,67,1
,65,86,63,69,93,104,64,88,67,59,74,75,61,82,68,64,84,68,1
,65,79,62,67,81,102,67,88,68,58,74,78,63,84,68,64,84,68,1
,65,92,71,63,86,103,66,88,69,59,74,75,65,84,68,65,86,70,1
,68,83,71,63,83,97,66,87,67,58,74,75,65,85,69,65,87,67,1
,64,79,66,63,84,92,64,83,70,58,75,75,65,82,66,67,88,69,1
,62,78,64,68,100,105,63,84,67,60,75,78,63,82,67,68,88,64,1
,60,75,71,74,94,99,65,87,65,60,78,83,62,83,61,67,85,62,1
,59,73,61,71,88,102,65,89,62,60,75,79,63,82,65,65,82,69,1
