Time,LC_Z,LC_Y,LC_X,LT_Z,LT_Y,LT_X,RT_Z,RT_Y,RT_X,C_Z,C_Y,C_X,RC_Z,RC_Y,RC_X,S_Z,S_Y,S_X,Class
,65,83,76,67,91,99,61,96,70,57,74,78,53,55,78,70,89,67,1
,64,83,68,69,91,101,71,100,71,57,74,79,59,132,11,70,94,65,1
,64,77,60,70,93,109,73,97,68,57,74,83,86,74,56,72,88,70,1
,64,98,51,71,94,107,69,82,65,57,72,78,57,76,63,70,90,65,1
,66,57,70,67,72,104,62,89,69,56,74,79,59,82,70,71,87,71,1
,55,91,80,59,86,92,63,89,72,56,74,75,62,79,68,70,88,70,1
,67,75,70,64,80,92,65,90,69,56,74,78,61,79,69,70,90,71,1
,59,71,55,63,89,92,63,86,67,57,74,78,59,78,68,71,89,68,1
,58,73,77,73,115,105,63,89,67,57,74,79,59,79,65,70,92,65,1
,56,64,57,81,84,108,66,92,57,59,74,79,60,87,61,72,88,69,1
,56,86,73,66,79,89,67,88,65,59,74,79,63,81,67,68,83,70,1
,64,76,66,63,87,96,64,79,59,57,74,78,62,77,68,67,87,66,1
,61,81,67,67,92,101,60,81,68,57,74,78,59,78,77,69,89,71,1
,65,88,67,70,88,95,60,80,72,57,74,78,59,75,70,71,89,70,1
,66,79,72,67,89,100,59,80,76,57,74,78,56,69,51,71,89,69,1
,64,94,68,67,89,102,63,101,65,57,74,79,51,65,81,71,91,65,1
,69,82,66,68,88,104,72,92,71,57,74,83,54,84,82,71,90,60,1
,62,71,56,68,96,100,66,87,75,56,74,79,61,75,64,68,83,72,1
,60,92,73,71,82,106,63,87,67,56,74,79,57,78,63,67,87,63,1
,68,80,83,63,84,108,64,86,67,56,74,79,60,79,68,70,88,70,1
,64,88,80,62,76,89,64,88,70,57,74,78,60,80,68,69,86,67,1
,64,71,67,56,71,92,65,89,66,57,74,78,60,79,69,67,83,69,1
,59,82,70,56,73,115,62,76,78,57,72,78,59,74,68,65,81,64,1
,65,78,78,57,71,95,57,79,68,55,72,79,57,76,70,65,83,70,1
,63,81,56,57,80,96,59,83,65,55,72,79,57,74,71,66,86,68,1
,60,73,67,64,94,102,60,75,71,55,72,79,56,70,71,68,86,68,1
,59,83,69,71,88,102,56,79,64,55,72,79,57,78,70,67,86,68,1
,64,79,70,66,83,99,61,92,71,53,72,79,60,81,68,68,87,67,1
,62,78,71,64,86,99,65,88,67,55,72,79,61,73,71,68,88,67,1
,62,84,67,67,95,103,65,92,64,55,72,79,58,84,73,68,84,70,1
,63,75,70,72,96,98,66,84,69,55,72,79,63,75,63,67,84,61,1
,60,83,55,72,88,103,63,92,69,55,73,79,60,83,68,67,88,67,1
,63,78,72,65,80,103,67,91,70,59,74,79,64,79,68,69,86,68,1
,63,92,71,63,88,97,65,84,71,56,74,78,61,79,69,69,89,70,1
,68,81,65,67,86,95,64,84,69,57,74,78,60,78,68,70,90,69,1
,62,74,66,67,91,92,63,85,68,57,74,78,60,80,68,70,89,67,1
,57,70,81,72,103,103,63,89,64,57,74,79,61,77,63,70,90,58,1
,57,83,33,75,88,113,65,93,61,57,74,83,61,85,57,69,86,70,1
,66,88,71,68,88,90,67,83,67,56,72,74,63,78,77,68,84,74,1
,64,74,65,67,83,103,62,78,57,53,72,79,60,83,71,67,86,67,1
,62,90,67,66,94,102,58,83,72,55,73,78,62,78,73,68,87,68,1
,68,83,68,70,85,98,60,81,74,57,74,78,60,80,68,69,89,70,1
,63,79,72,65,86,99,60,85,76,57,74,78,57,62,60,70,88,68,1
,63,82,69,66,88,99,67,108,63,57,74,79,49,71,79,70,90,67,1
,63,79,65,67,88,106,74,83,58,57,74,82,55,69,73,70,83,59,1
,61,76,55,69,97,100,59,66,79,57,72,79,55,78,69,66,83,72,1
,62,91,74,70,73,107,53,88,71,55,72,78,60,78,71,65,83,63,1
,68,84,76,59,83,102,63,85,68,56,74,78,62,77,67,68,88,72,1
,64,79,72,63,77,97,63,84,67,57,74,78,59,79,68,68,87,69,1
,59,74,64,59,83,92,63,89,67,57,74,78,60,78,67,68,88,67,1
,57,68,65,65,92,100,65,89,68,57,74,79,61,80,67,70,91,67,1
,55,67,89,72,97,99,65,90,65,57,74,83,61,79,59,70,90,62,1
,59,92,56,72,83,115,67,96,65,56,74,79,62,87,55,68,79,68,1
,69,85,75,64,82,94,68,81,66,57,72,75,63,72,67,65,85,65,1
,65,88,68,65,95,101,59,81,68,55,72,79,56,77,77,67,87,71,1
,67,84,68,70,87,102,58,80,69,57,74,79,60,76,71,68,88,68,1
,64,81,68,66,85,99,60,81,76,57,74,75,58,74,59,70,89,70,1
,62,78,73,64,83,97,63,91,70,57,74,78,54,62,76,70,88,67,1
,61,80,67,65,89,101,68,100,71,57,74,79,54,89,61,70,91,65,1
,63,80,60,69,92,110,71,87,72,59,74,82,64,69,71,70,86,67,1
,65,88,41,71,94,109,63,79,63,56,74,78,56,79,65,69,88,67,1
,62,65,65,66,69,105,60,89,68,56,74,79,61,79,70,68,88,70,1
,57,90,84,56,83,92,64,88,70,57,74,75,60,81,69,68,89,70,1
,66,76,70,62,78,93,64,88,68,56,74,78,61,80,69,69,89,70,1
,57,70,58,62,89,92,63,87,66,57,74,78,61,81,69,70,89,68,1
,56,67,77,75,114,110,65,91,65,59,74,79,61,79,67,70,91,65,1
,52,65,54,78,78,100,66,92,64,59,74,82,60,84,62,70,89,66,1
,53,78,68,63,89,96,66,83,62,57,74,75,63,85,69,68,85,75,1
,62,82,64,66,80,104,63,81,57,57,74,79,62,79,66,67,84,64,1
,66,89,69,63,94,104,60,83,70,57,74,79,61,77,75,67,88,69,1
,68,88,67,70,85,99,60,80,73,59,74,78,58,78,72,70,90,70,1
,65,79,72,65,84,97,59,80,76,57,74,78,56,62,54,70,88,68,1
,63,86,70,65,89,99,64,104,64,57,74,79,49,67,76,70,91,68,1
,65,83,68,68,89,101,74,95,71,57,74,79,54,74,78,70,83,66,1
,64,83,65,68,91,106,67,76,65,59,74,79,59,82,75,66,81,67,1
,64,82,66,65,68,103,57,88,70,56,72,78,62,85,69,65,85,64,1
,63,82,73,56,78,91,65,91,68,55,72,79,62,81,68,67,86,69,1
,56,45,60,60,84,99,65,86,67,56,72,79,61,80,68,67,84,68,1
,43,71,71,65,86,99,62,86,65,57,72,79,61,79,73,66,84,66,1
,56,80,69,66,88,103,64,87,66,56,72,79,61,81,68,67,85,68,1
,62,80,71,68,86,102,65,94,64,57,74,79,61,82,65,67,85,67,1
,61,74,72,66,83,97,71,104,65,56,74,78,63,80,52,67,85,69,1
,62,92,62,65,94,100,70,79,71,57,74,82,61,83,77,67,87,65,1
,70,88,71,69,81,97,58,77,73,57,74,78,61,74,81,68,87,68,1
,67,84,69,64,90,98,57,78,62,57,74,79,58,79,60,68,88,67,1
,64,80,72,68,92,103,60,82,71,57,74,79,57,65,76,69,88,67,1
,63,87,70,71,90,103,64,96,69,57,74,78,52,75,75,70,88,67,1
,66,83,70,67,92,103,67,79,64,57,74,82,56,70,71,69,88,60,1
,60,64,33,71,95,119,59,83,67,57,74,79,54,73,60,70,92,73,1
,56,86,76,68,72,99,60,84,70,56,74,78,58,73,66,71,88,70,1
,66,86,72,59,88,92,64,92,69,56,74,75,58,80,70,69,88,69,1
,64,78,63,67,89,94,65,88,69,56,74,78,60,78,70,69,90,68,1
,59,69,60,68,92,99,63,86,65,56,74,79,59,79,67,70,90,66,1
,55,70,91,71,97,103,64,92,63,59,74,87,60,82,55,67,86,60,1
,56,78,52,70,80,103,65,90,63,56,74,79,63,88,60,65,86,74,1
,63,86,67,63,81,93,64,78,66,55,72,78,64,72,71,67,84,65,1
,65,81,70,65,94,100,59,79,66,53,73,79,57,77,77,66,87,71,1
,65,88,69,71,88,99,58,81,71,57,74,78,59,81,71,68,89,69,1
,65,78,69,67,87,97,58,80,79,57,74,78,59,71,48,70,90,70,1
,63,84,71,67,89,99,65,111,63,57,74,78,52,60,86,71,88,68,1
,64,79,68,68,89,103,77,93,63,57,74,87,49,71,67,69,86,56,1
,61,73,53,69,94,105,63,66,76,57,74,79,55,75,72,67,87,74,1
,60,88,73,67,72,108,53,88,71,56,74,78,58,79,71,68,83,60,1
,68,84,81,60,80,100,65,88,66,56,74,75,61,79,67,67,88,74,1
,63,77,73,60,77,94,63,86,71,56,74,75,60,81,70,68,89,68,1
,60,75,62,60,82,90,63,87,66,56,74,78,61,80,68,70,89,67,1
,58,67,73,65,94,112,64,89,66,57,74,82,60,80,66,71,91,63,1
,56,76,79,70,81,96,65,89,58,59,74,82,61,80,59,71,88,67,1
,61,80,65,63,85,104,65,88,63,56,74,78,64,88,58,69,84,76,1
,65,92,65,64,77,102,64,79,62,57,72,78,62,73,65,67,85,62,1
,68,84,71,62,91,104,59,82,68,55,73,79,56,79,79,67,89,71,1
,66,89,65,68,86,99,59,79,72,57,74,75,59,79,73,70,90,70,1
,65,77,73,65,85,97,57,79,79,57,74,78,56,63,41,70,91,71,1
,62,84,68,66,88,99,65,115,56,57,74,79,50,63,85,72,90,64,1
,64,79,65,68,88,104,77,89,75,57,74,83,55,86,85,72,92,59,1
,62,78,58,70,100,100,63,76,63,57,74,82,62,76,71,71,83,68,1
,63,95,69,72,81,106,59,84,68,57,72,78,59,80,65,67,87,63,1
,70,87,79,62,79,101,63,89,70,56,74,78,61,79,66,71,88,73,1
,66,80,71,62,83,94,65,88,70,57,74,75,60,82,69,69,89,67,1
,62,78,71,62,83,93,64,87,71,57,74,79,63,81,69,69,90,70,1
,59,65,64,65,92,102,64,88,69,57,74,79,60,80,68,71,91,68,1
,54,68,88,72,100,97,65,89,67,57,74,83,59,78,58,71,88,60,1
,56,76,65,73,83,112,66,91,61,56,74,79,62,93,56,70,90,78,1
,63,99,62,63,76,99,64,72,62,57,72,74,62,58,75,70,82,58,1
,71,80,70,62,91,104,56,79,64,55,73,82,50,81,83,67,89,71,1
,64,89,69,69,88,100,59,80,75,57,74,79,60,76,76,70,89,68,1
,66,77,68,67,89,99,60,84,73,55,72,79,55,63,63,70,89,67,1
,63,90,68,70,96,103,65,95,70,55,72,79,52,76,71,70,88,71,1
,68,83,63,74,102,100,69,88,38,57,74,82,59,72,70,69,84,63,1
,64,83,50,74,87,106,67,93,58,56,74,79,57,83,67,67,89,66,1
,63,75,83,65,81,97,68,93,72,57,74,79,63,81,68,69,84,68,1
,60,74,76,62,80,92,67,87,68,57,74,78,61,82,69,67,86,68,1
,59,84,70,58,68,92,63,87,68,57,72,78,61,80,68,65,82,69,1
,63,76,61,54,72,104,64,88,67,55,72,78,61,80,72,64,81,72,1
,60,71,68,63,100,107,62,78,67,55,72,79,60,69,64,67,93,67,1
,59,83,66,73,78,108,59,79,66,53,72,82,55,75,71,72,83,70,1
,63,83,70,63,94,105,60,84,67,53,72,79,58,78,69,67,86,66,1
,64,81,70,70,86,98,64,91,74,53,72,79,59,78,74,69,88,68,1
,63,81,71,67,88,97,65,85,73,55,72,79,59,76,74,70,87,70,1
,60,76,67,67,92,104,63,96,64,55,72,79,57,79,77,65,80,66,1
,59,79,50,69,93,106,67,79,65,57,74,79,59,78,65,64,86,63,1
,60,66,84,70,81,100,61,89,68,57,74,79,60,81,67,68,88,69,1
,59,87,75,64,88,99,67,91,71,56,74,78,62,83,70,69,87,68,1
,67,86,67,67,86,96,66,87,67,57,74,78,61,77,70,69,88,70,1
,63,72,60,66,88,92,63,81,67,57,74,79,59,75,67,70,89,66,1
,56,66,74,71,105,112,62,89,66,57,74,82,59,80,66,70,89,64,1
,55,78,70,75,82,97,65,90,58,56,74,83,60,83,61,69,86,65,1
,61,78,68,64,83,98,67,90,67,56,72,75,64,84,69,69,83,76,1
,63,87,63,63,81,102,63,83,61,55,72,78,62,78,66,65,83,63,1
,67,88,70,63,92,101,60,82,69,55,72,79,58,76,77,66,89,71,1
,67,87,64,69,85,98,60,81,71,57,74,78,59,77,73,69,88,69,1
,64,79,72,65,84,97,59,83,76,57,74,78,56,70,53,69,89,71,1
,63,85,71,64,87,99,63,94,67,57,74,79,54,61,74,70,88,64,1
,65,83,68,67,91,102,69,93,71,57,74,79,59,122,43,70,93,65,1
,63,79,58,70,96,107,67,86,46,57,74,83,81,74,49,71,83,67,1
,63,87,50,71,91,108,63,80,78,56,72,75,58,79,65,67,89,67,1
,66,84,79,66,72,108,60,86,65,56,74,79,62,84,72,69,85,70,1
,67,89,74,58,86,95,64,86,69,57,74,75,64,83,71,68,91,70,1
,66,75,72,65,83,94,63,86,70,56,74,78,63,78,69,72,90,70,1
,59,76,57,64,86,92,63,82,69,57,74,78,60,78,67,72,92,68,1
,58,68,72,72,116,116,63,91,67,59,74,79,60,80,65,72,90,64,1
,56,73,67,80,80,97,67,96,61,59,74,83,61,88,54,70,87,64,1
,59,78,68,64,91,96,67,85,63,56,72,75,64,78,74,67,87,71,1
,62,87,61,67,83,106,61,79,57,55,72,79,61,83,73,70,85,67,1
,68,91,67,66,94,103,60,83,71,57,74,78,62,73,73,67,89,69,1
,66,74,68,71,89,97,60,80,74,57,74,78,56,76,73,70,89,70,1
,60,80,72,66,83,96,59,82,75,57,74,78,55,60,56,70,91,68,1
,63,80,69,65,89,100,64,105,63,59,74,79,49,67,83,72,91,65,1
,63,80,64,70,91,105,75,85,72,59,74,86,55,79,84,74,87,60,1
,61,71,48,71,97,102,62,76,65,57,72,79,58,78,76,70,83,70,1
,59,89,72,69,69,112,57,86,68,56,72,79,60,82,67,65,84,64,1
,68,96,78,56,83,95,62,88,70,55,73,78,60,76,67,67,90,73,1
,68,78,63,62,78,93,64,87,68,55,73,78,60,82,70,70,88,68,1
,60,70,64,61,85,89,64,88,66,57,74,78,61,79,68,69,88,68,1
,56,73,71,68,96,110,64,88,65,57,74,79,62,79,65,72,92,66,1
,58,71,84,73,91,94,66,89,67,57,74,83,60,79,56,72,88,60,1
,59,80,66,69,89,108,65,88,65,56,74,78,62,87,58,70,84,73,1
,57,64,63,65,78,101,63,81,57,57,72,78,63,75,67,68,87,63,1
,57,90,69,63,92,103,60,83,71,57,74,78,59,79,79,71,88,72,1
,66,81,64,69,85,99,59,79,74,57,74,78,58,79,72,69,89,68,1
,64,80,73,66,88,98,59,80,79,57,74,75,55,55,50,70,91,70,1
,63,85,70,67,92,99,63,104,63,57,74,79,50,83,54,70,91,65,1
,64,78,58,69,86,115,69,71,75,57,74,86,60,52,73,70,88,64,1
,60,71,52,67,94,107,56,85,63,56,72,75,48,79,73,69,89,73,1
,57,83,73,67,72,103,62,90,65,56,72,78,60,80,67,68,83,67,1
,63,80,78,57,84,94,66,89,71,56,74,78,60,81,68,67,89,69,1
,63,81,70,63,82,94,67,94,66,57,74,78,62,83,67,69,88,70,1
,60,66,58,67,103,106,71,106,69,56,72,79,62,82,54,69,85,67,1
,57,81,81,72,72,80,77,93,60,55,72,86,63,82,66,65,77,63,1
,62,82,76,58,88,92,67,82,68,55,73,79,63,86,89,61,86,63,1
,64,84,63,67,77,103,59,72,73,57,72,79,64,76,69,67,80,70,1
,66,88,70,63,95,102,54,74,69,56,72,79,58,75,75,64,79,63,1
,67,83,65,70,84,98,55,78,64,53,72,79,54,67,68,65,86,75,1
,64,86,71,65,89,98,58,82,71,55,72,79,53,77,64,68,83,63,1
,67,85,71,68,92,100,63,88,66,55,73,79,57,74,66,67,90,70,1
,66,88,74,69,91,101,65,91,71,57,74,79,56,73,72,70,87,67,1
,67,83,71,68,87,100,67,91,74,57,74,79,55,70,76,70,89,68,1
,64,83,68,67,89,98,67,88,79,57,74,79,55,81,61,70,88,63,1
,63,76,53,70,99,112,62,76,65,57,74,83,58,64,71,68,85,69,1
,64,99,69,69,68,108,58,89,68,57,72,79,54,81,70,67,87,63,1
,73,83,76,56,76,102,65,88,69,56,74,75,60,77,68,69,88,74,1
,63,77,69,60,82,92,63,88,71,56,74,75,59,79,72,70,90,70,1
,57,66,56,63,89,89,64,85,69,56,74,78,60,80,68,71,90,69,1
,53,66,80,71,102,110,63,88,65,57,74,82,60,79,65,71,89,60,1
,54,70,57,75,92,98,67,96,59,56,74,83,63,88,57,69,87,68,1
,55,76,68,67,75,87,67,83,62,55,72,78,64,79,70,65,85,70,1
,61,79,65,60,87,98,62,79,59,53,72,79,60,84,72,68,86,67,1
,61,79,68,67,88,98,59,80,71,55,72,78,62,77,73,68,89,72,1
,63,83,70,67,83,98,59,78,75,57,74,75,58,78,72,70,88,70,1
,63,81,70,63,86,100,59,82,79,57,74,78,55,55,49,70,88,67,1
,63,81,67,67,91,102,66,108,58,57,74,79,47,69,81,72,92,64,1
,63,81,59,69,89,111,77,95,57,59,74,83,52,65,56,71,86,65,1
,67,104,50,68,94,105,71,96,73,56,72,78,53,78,65,68,92,67,1
,71,75,69,66,72,103,67,88,72,56,72,79,60,82,69,69,87,70,1
,63,84,77,60,84,96,67,87,70,56,74,75,62,79,69,71,89,70,1
,61,79,72,62,80,91,64,88,67,56,74,78,60,80,69,69,90,71,1
,60,73,55,63,88,91,64,86,67,56,74,78,60,81,68,70,90,68,1
,55,59,76,72,112,112,64,92,65,57,74,79,62,79,67,72,91,65,1
,52,75,62,78,76,102,68,93,56,61,75,79,61,88,57,74,88,66,1
,59,78,71,62,85,94,67,87,62,57,72,78,65,82,71,70,86,69,1
,62,85,60,63,79,105,63,79,59,53,72,79,60,83,72,66,86,67,1
,65,90,70,51,94,103,59,84,71,55,72,78,60,71,71,67,88,68,1
,68,81,64,70,88,97,60,78,75,57,74,78,55,75,75,69,90,70,1
,64,82,73,67,86,96,57,79,79,57,74,75,56,67,44,71,90,70,1
,64,81,69,66,86,99,67,115,58,57,74,79,55,69,86,73,90,65,1
,63,79,65,67,88,106,79,87,79,57,74,83,56,77,88,73,94,59,1
,62,80,59,70,100,103,62,79,69,57,74,79,58,79,71,71,80,69,1
,65,96,70,72,80,104,60,86,64,56,72,78,59,73,59,64,88,62,1
,67,72,79,62,81,111,63,89,67,56,74,78,62,84,71,72,87,71,1
,60,88,79,62,79,95,65,86,72,57,74,75,62,81,71,68,90,70,1
,63,74,65,62,85,94,63,87,69,56,74,78,62,78,68,70,89,71,1
,56,68,61,66,91,96,63,85,67,57,74,78,61,79,68,70,89,66,1
,56,76,79,72,102,107,64,89,68,57,74,79,60,79,67,73,92,68,1
,60,74,68,76,87,109,64,82,62,59,74,79,60,75,65,72,81,62,1
,60,83,70,67,79,78,59,77,70,57,74,83,57,73,76,67,91,68,1
,62,71,59,62,87,95,57,80,67,55,72,79,57,78,74,70,82,66,1
,57,79,70,65,88,99,56,74,69,53,67,79,58,76,75,64,83,68,1
,62,84,69,68,93,98,55,76,73,53,67,79,60,85,67,65,81,65,1
,63,76,71,70,92,103,58,88,66,53,72,79,64,79,60,64,81,68,1
,57,69,70,66,77,97,63,76,66,53,72,79,63,76,68,64,85,72,1
,56,81,66,60,80,100,60,87,66,53,72,78,59,75,64,65,78,63,1
,64,90,63,63,84,99,65,87,68,53,72,79,57,75,74,64,85,66,1
,65,72,72,65,83,103,66,89,67,53,72,79,57,79,70,68,85,70,1
,60,88,73,63,87,103,66,98,70,53,72,79,60,82,66,65,86,66,1
,66,79,65,65,82,102,69,90,72,55,72,79,64,87,68,69,88,70,1
,63,83,71,63,83,97,68,94,67,55,72,79,65,84,67,69,88,65,1
,63,79,68,63,83,97,67,94,72,57,74,79,64,79,72,68,90,69,1
,62,82,70,63,88,99,67,89,73,57,74,79,60,72,76,71,88,67,1
,64,80,68,68,90,103,68,90,64,57,74,79,57,82,78,70,84,60,1
,61,76,57,69,92,103,65,81,63,57,74,79,61,78,64,68,86,71,1
,67,118,67,68,85,108,60,87,70,55,72,78,57,77,68,67,88,67,1
,83,89,76,64,81,96,63,89,68,56,74,78,59,78,69,68,86,71,1
,68,80,68,62,81,96,66,90,68,57,74,75,60,77,69,68,88,67,1
,62,78,63,62,83,93,65,84,70,56,74,79,58,76,68,70,91,67,1
,59,70,76,67,98,100,63,90,68,56,74,79,59,79,66,71,92,70,1
,55,63,73,73,88,103,67,96,61,56,74,83,61,83,60,70,83,61,1
,55,79,60,66,83,101,68,83,66,57,74,79,62,83,70,66,87,73,1
,62,80,68,63,88,100,60,78,63,55,72,78,63,81,70,74,87,67,1
,66,81,70,72,90,99,62,81,70,57,74,78,60,79,71,71,88,71,1
,61,80,70,65,85,98,58,81,71,55,73,78,57,74,71,68,88,68,1
,63,82,67,66,92,101,58,82,76,57,74,78,56,73,60,70,90,71,1
,64,83,73,70,91,101,63,96,71,57,74,78,55,62,75,71,88,65,1
,65,81,68,71,88,102,72,96,70,59,74,83,54,84,67,74,94,59,1
,62,78,58,69,95,102,67,78,78,57,74,82,60,74,62,73,87,70,1
,64,103,58,71,91,107,59,85,59,57,72,79,57,78,66,67,86,62,1
,68,63,76,65,76,108,62,89,69,56,74,78,60,81,67,67,87,71,1
,56,89,80,60,82,92,65,87,70,55,72,75,60,79,69,67,89,68,1
,65,72,67,62,81,92,64,87,68,56,74,78,58,79,68,70,90,70,1
,55,63,57,65,93,91,64,88,66,57,74,78,60,81,67,72,92,70,1
,54,74,82,75,107,106,65,93,65,59,74,82,61,79,61,73,95,57,1
,56,66,42,78,94,97,67,92,65,56,74,83,61,90,58,73,94,70,1
,55,81,71,70,82,107,66,87,65,57,72,78,63,70,73,70,83,67,1
,62,79,71,62,86,99,61,78,60,55,72,79,56,87,73,68,88,67,1
,63,82,68,67,89,99,59,81,69,57,74,78,63,80,72,69,89,72,1
,64,87,63,67,86,96,59,79,73,57,74,75,60,75,73,70,91,69,1
,64,78,73,66,87,99,59,79,80,57,74,78,56,60,51,71,91,68,1
