Time,LC_Z,LC_Y,LC_X,LT_Z,LT_Y,LT_X,RT_Z,RT_Y,RT_X,C_Z,C_Y,C_X,RC_Z,RC_Y,RC_X,S_Z,S_Y,S_X,Class
,63,80,72,74,96,102,64,88,66,58,74,79,62,83,65,66,88,65,1
,61,74,78,73,102,122,65,84,63,59,74,83,64,87,61,67,81,66,1
,60,77,76,73,85,92,64,85,63,56,72,79,64,72,68,63,80,68,1
,61,83,68,64,88,94,63,83,67,55,73,79,57,73,74,62,83,69,1
,63,83,67,67,88,96,62,83,71,55,73,78,56,73,75,63,84,71,1
,64,84,67,67,87,99,63,87,72,55,73,75,57,74,72,64,86,69,1
,64,84,67,65,84,99,66,87,74,59,74,78,58,75,70,66,87,69,1
,65,84,67,64,88,99,68,94,72,59,74,78,60,83,68,66,86,67,1
,64,83,67,66,86,99,73,103,62,59,74,79,62,81,72,67,89,63,1
,63,84,64,66,88,102,75,91,73,59,74,87,60,71,91,66,79,57,1
,68,96,57,68,94,106,68,81,90,58,72,79,56,79,66,62,82,75,1
,68,71,64,68,79,106,63,83,79,56,72,78,62,83,68,63,83,68,1
,58,77,75,62,83,99,64,89,68,56,72,75,65,88,70,64,85,69,1
,59,75,76,63,86,94,67,85,68,55,73,75,66,79,68,65,86,69,1
,58,74,71,64,87,92,63,84,70,56,74,78,61,81,68,65,88,70,1
,57,77,61,68,99,97,63,92,66,59,74,79,63,84,67,66,86,64,1
,65,99,70,74,96,100,68,89,68,59,78,87,65,88,57,65,79,60,1
,73,87,51,69,79,90,66,89,67,58,74,78,64,76,64,61,81,72,1
,65,78,67,63,85,99,64,79,64,57,72,78,59,78,69,63,84,67,1
,63,85,67,66,90,103,60,85,68,55,73,78,60,74,79,64,86,70,1
,66,86,68,67,83,99,63,84,76,59,74,75,58,73,73,65,86,69,1
,65,83,67,64,87,99,64,84,75,56,74,78,57,71,65,66,87,68,1
,64,84,67,67,87,99,68,99,68,59,74,78,58,78,79,66,86,65,1
,65,86,65,66,88,102,74,96,69,57,74,86,61,79,89,65,83,56,1
,67,90,57,68,92,108,70,82,83,58,74,79,61,79,71,63,82,72,1
,66,73,63,67,84,108,64,85,71,56,72,75,63,84,70,63,85,67,1
,58,77,76,64,80,99,66,90,71,57,72,78,66,89,69,65,85,70,1
,60,76,76,63,86,94,68,88,67,56,72,75,66,80,68,66,85,68,1
,58,71,68,66,87,94,65,84,70,56,74,78,63,85,68,65,86,67,1
,55,72,65,68,97,100,65,93,68,56,72,79,66,88,66,65,87,66,1
,59,83,12,70,79,112,71,95,60,56,78,83,68,85,54,63,78,63,1
,64,82,68,62,87,85,70,88,68,58,72,71,64,74,76,62,85,74,1
,65,87,68,66,83,93,67,84,70,55,73,82,57,75,80,64,83,67,1
,67,92,68,65,90,102,62,80,78,56,74,79,57,70,77,63,81,68,1
,69,86,67,67,84,99,59,72,76,55,72,75,52,65,69,62,80,70,1
,66,88,67,63,84,99,62,101,35,55,75,83,56,72,77,61,77,62,1
,67,85,64,65,91,102,72,85,61,59,72,79,56,79,66,60,83,70,1
,64,83,67,67,84,99,63,83,77,55,73,78,62,89,68,63,83,68,1
,63,78,68,66,92,96,65,98,62,56,74,79,68,84,68,64,85,67,1
,61,84,67,69,92,100,70,82,73,56,74,79,64,79,69,65,85,67,1
,64,86,66,70,94,101,63,88,69,56,74,78,63,84,68,65,85,68,1
,65,86,67,71,94,99,67,88,70,57,74,75,66,82,69,64,86,69,1
,65,80,71,72,97,98,67,85,72,57,74,78,63,79,70,65,86,70,1
,62,78,71,73,94,96,64,88,64,57,74,82,62,90,60,63,80,57,1
,58,71,70,70,87,88,69,96,62,59,74,83,66,73,64,61,80,68,1
,56,78,67,67,87,100,70,82,69,56,74,82,55,66,69,62,83,65,1
,62,85,68,66,90,99,62,82,67,57,74,75,53,76,73,64,87,73,1
,65,86,68,68,91,99,63,83,80,56,72,75,56,71,74,66,87,70,1
,66,86,68,68,90,99,63,83,81,55,73,78,55,67,64,66,88,69,1
,65,82,66,67,87,100,68,112,57,59,74,79,55,80,82,67,86,63,1
,64,85,63,66,88,103,80,92,79,59,74,86,60,74,91,64,79,55,1
,65,88,59,67,92,105,67,76,95,56,72,79,56,74,76,61,81,70,1
,64,75,65,67,78,107,60,86,74,57,72,78,57,81,67,62,83,69,1
,58,75,79,60,84,98,66,87,69,55,73,75,62,86,69,63,85,72,1
,59,76,76,64,83,90,67,89,67,57,74,75,63,81,69,65,86,70,1
,58,71,65,65,87,92,66,84,70,56,74,78,62,79,67,67,86,68,1
,59,87,79,71,110,112,64,89,66,58,74,79,63,87,67,66,90,63,1
,67,95,17,76,80,104,67,92,56,56,74,83,70,97,56,67,80,62,1
,71,78,64,62,72,87,69,88,58,58,72,79,67,67,66,61,80,67,1
,61,82,68,59,90,95,64,81,63,55,73,78,54,77,81,63,84,71,1
,64,85,67,67,88,99,62,83,71,55,73,75,56,76,79,64,84,72,1
,65,83,68,66,86,99,62,80,78,57,74,75,55,70,71,65,87,69,1
,63,81,67,64,84,99,63,86,78,56,74,78,55,67,67,65,85,65,1
,63,88,65,66,91,102,70,113,56,59,74,79,68,147,44,65,90,64,1
,68,93,55,68,88,107,83,107,48,59,72,83,94,70,67,66,78,68,1
,66,75,55,65,80,112,76,88,54,57,72,75,60,81,71,60,83,67,1
,60,78,75,62,83,100,65,88,67,57,74,75,63,85,69,64,85,71,1
,61,76,76,63,86,94,67,88,68,56,74,75,64,86,71,66,86,70,1
,60,73,75,66,86,92,67,86,71,56,74,75,64,79,68,67,88,71,1
,58,76,59,67,92,91,65,87,67,56,74,75,62,84,65,67,85,65,1
,59,78,75,73,108,115,65,89,63,56,74,79,65,86,58,65,86,58,1
,56,59,63,76,88,108,67,92,63,56,74,82,65,78,63,66,82,71,1
,51,76,65,67,86,108,67,74,60,57,74,79,59,74,70,63,83,66,1
,60,83,67,64,90,103,59,83,69,55,73,78,57,74,79,63,86,71,1
,63,85,67,67,87,99,63,80,78,57,74,75,57,72,74,65,86,70,1
,64,83,68,65,89,98,61,84,75,56,74,75,56,70,60,65,87,68,1
,64,85,67,67,89,100,68,106,57,58,74,79,57,79,86,65,86,65,1
,65,85,64,67,89,101,74,79,67,59,78,91,57,71,94,64,79,57,1
,67,95,58,68,93,104,60,76,92,61,75,78,56,81,68,62,83,76,1
,66,70,63,68,80,105,60,82,77,56,72,78,61,80,66,63,82,66,1
,57,76,74,62,86,101,63,88,71,57,74,78,64,82,68,64,85,68,1
,60,74,75,65,86,93,65,87,67,57,74,75,63,81,68,65,86,69,1
,58,74,71,66,88,96,67,88,67,56,74,75,63,81,68,65,84,68,1
,56,70,66,67,88,88,66,87,70,56,74,78,63,77,71,64,85,69,1
,57,79,75,68,97,108,64,83,67,57,74,75,60,84,67,64,82,67,1
,57,61,72,70,77,107,64,83,66,57,74,83,60,76,67,63,80,68,1
,54,85,66,62,87,123,63,76,65,55,73,79,58,77,73,63,84,68,1
,65,86,68,65,90,97,60,85,75,55,72,79,60,79,68,65,85,68,1
,65,84,67,67,83,97,64,86,72,53,73,79,61,79,68,65,81,66,1
,64,83,67,64,86,100,65,91,67,55,73,79,61,82,69,63,83,70,1
,64,86,67,66,90,100,69,95,72,55,72,78,65,88,70,64,84,65,1
,66,87,67,68,88,101,71,91,65,55,73,79,65,83,68,64,83,68,1
,67,86,67,67,86,100,68,85,72,55,73,75,63,83,67,64,85,67,1
,66,89,62,65,86,104,65,86,69,56,74,82,62,76,67,64,82,68,1
,65,76,67,67,95,102,65,86,70,56,74,75,60,81,68,64,85,66,1
,60,78,67,70,87,96,65,88,70,56,74,78,62,84,69,64,85,69,1
,62,83,68,65,89,99,66,87,70,56,74,75,63,84,70,64,86,70,1
,64,77,68,68,90,99,65,88,69,58,74,78,63,83,72,65,87,70,1
,60,77,67,69,90,94,65,83,67,58,74,75,62,80,67,66,84,64,1
,60,80,73,71,103,101,63,87,67,59,74,79,62,81,66,65,90,64,1
,63,83,62,79,108,127,66,87,60,59,74,79,65,93,59,67,84,65,1
,64,78,71,76,86,100,66,88,59,56,72,79,69,75,64,63,80,67,1
,61,80,67,64,89,98,64,79,63,55,73,82,56,76,75,60,83,68,1
,63,84,67,68,89,96,62,85,71,56,74,75,59,74,79,64,85,73,1
,65,86,67,68,91,99,64,82,74,56,74,75,57,72,71,65,85,70,1
,65,83,67,68,84,98,64,85,79,59,74,78,55,65,64,66,87,68,1
,63,83,67,64,88,99,69,108,58,59,74,79,54,79,84,66,84,63,1
,64,87,64,67,92,104,78,91,79,59,74,91,59,69,92,63,78,55,1
,67,94,58,70,94,103,67,81,96,57,72,79,56,78,66,61,81,72,1
,67,75,63,67,77,105,62,80,78,57,72,79,60,79,67,63,83,69,1
,59,77,76,61,86,99,63,87,68,56,74,75,63,83,69,64,85,71,1
,59,75,77,64,83,89,67,88,65,56,74,75,66,87,68,67,87,70,1
,59,74,63,65,87,92,67,87,67,56,74,78,65,83,68,67,84,67,1
,61,87,82,71,110,117,66,87,66,59,74,82,64,82,65,67,92,61,1
,76,128,29,78,91,86,67,92,61,58,78,87,67,97,59,67,78,67,1
,83,88,51,70,91,79,69,89,62,59,72,78,68,69,62,60,81,67,1
,63,78,67,67,87,96,65,79,62,55,73,79,56,74,78,63,84,69,1
,63,83,65,68,90,103,64,83,72,57,74,75,56,73,78,65,87,72,1
,63,85,67,67,84,99,61,78,79,56,74,75,57,69,67,66,86,69,1
,64,83,67,65,88,100,62,90,77,56,74,78,55,70,69,65,86,65,1
,65,88,65,67,90,103,71,99,65,57,74,82,57,89,10,65,83,57,1
,68,94,56,68,89,108,71,83,79,56,74,79,64,74,78,63,80,73,1
,66,70,62,66,79,108,63,84,65,57,72,78,59,83,70,62,83,66,1
,56,76,78,62,83,99,64,89,68,57,72,75,64,84,68,64,87,71,1
,60,76,76,63,86,94,66,86,68,56,74,75,63,84,72,66,86,70,1
,59,74,71,65,87,94,64,84,72,56,74,75,64,83,68,65,87,70,1
,58,75,58,68,95,96,64,88,68,56,74,75,62,84,65,66,86,64,1
,58,79,74,73,105,108,65,87,65,57,74,79,64,83,62,66,87,60,1
,59,72,65,76,85,99,67,91,62,58,74,82,63,81,62,66,86,71,1
,56,75,64,65,81,115,67,79,62,56,74,78,62,75,73,65,83,67,1
,60,83,67,63,91,103,61,83,66,55,73,79,57,74,78,63,84,69,1
,64,83,67,68,86,96,63,84,76,59,74,75,58,73,72,65,84,71,1
,64,84,67,66,88,98,63,84,75,56,74,78,56,72,67,65,86,68,1
,65,84,67,66,88,100,66,92,74,59,74,79,57,72,74,65,84,65,1
,66,87,65,67,90,102,70,94,57,59,74,86,57,75,58,64,81,59,1
,67,89,59,68,93,103,67,78,100,59,74,79,58,78,64,63,84,76,1
,64,72,67,67,79,108,62,87,77,56,72,75,60,85,71,63,76,63,1
,58,76,76,62,81,94,66,93,67,57,72,79,63,84,67,62,86,69,1
,59,76,71,63,86,91,69,85,67,56,72,75,64,86,67,65,83,67,1
,59,77,67,66,88,101,65,91,70,57,72,75,66,88,66,64,82,72,1
,60,86,71,67,86,89,69,96,76,57,72,83,66,84,53,62,75,61,1
,65,83,61,67,89,88,70,88,67,57,74,79,62,72,84,60,83,60,1
,63,87,67,66,84,97,65,82,70,56,74,78,57,80,73,63,85,74,1
,66,87,67,64,87,99,62,83,68,56,72,78,59,76,71,64,82,66,1
,67,88,69,67,89,99,63,88,68,56,72,78,58,78,70,63,84,68,1
,67,87,68,67,89,99,67,89,72,55,73,79,60,75,71,64,84,66,1
,67,91,70,68,93,99,69,97,67,55,73,79,59,77,71,65,86,70,1
,68,81,67,70,89,98,69,74,65,57,74,78,56,68,77,65,84,62,1
,63,83,48,68,97,111,59,86,60,58,74,79,57,79,69,64,83,71,1
,61,68,76,70,76,112,64,87,68,59,74,78,62,82,68,64,83,66,1
,55,78,74,62,88,91,66,90,69,58,74,75,62,81,70,64,88,72,1
,59,76,70,67,88,91,66,86,68,57,74,75,63,81,69,67,88,70,1
,59,79,65,70,102,102,64,84,68,57,74,78,63,83,66,66,87,64,1
,62,79,74,78,103,105,64,88,64,58,74,82,64,83,61,66,88,61,1
,62,84,75,76,92,107,67,92,66,57,72,83,64,86,65,65,81,70,1
,63,79,66,68,79,105,67,83,62,56,72,79,65,73,69,63,82,66,1
,62,84,67,62,91,99,62,80,63,55,73,79,57,74,75,63,84,70,1
,65,86,67,68,90,97,61,83,72,55,73,75,57,72,76,65,85,72,1
,66,86,70,68,90,98,63,84,75,56,74,75,57,73,70,65,85,68,1
,64,81,67,66,84,97,65,87,78,56,74,78,55,68,64,65,88,68,1
,63,83,65,65,89,101,70,106,61,59,74,79,56,79,78,67,86,64,1
,65,87,64,68,92,103,78,97,72,59,74,87,58,64,96,63,72,56,1
,65,81,61,69,89,103,68,75,100,56,72,79,51,75,59,60,84,70,1
,63,80,63,66,79,104,59,84,81,57,72,78,58,83,67,64,84,71,1
,60,76,75,61,85,98,63,89,71,55,73,75,63,84,71,64,84,71,1
,61,76,76,65,84,88,68,91,64,56,74,75,64,83,69,66,87,70,1
,57,71,65,65,88,94,67,84,68,56,74,75,63,81,67,66,87,67,1
,59,88,78,72,108,114,65,89,67,56,74,79,63,85,67,67,90,63,1
,70,101,8,76,83,108,67,94,57,58,78,83,67,96,57,66,82,63,1
,72,80,67,63,79,86,69,86,60,58,74,79,66,68,65,62,80,67,1
,62,80,67,62,89,94,65,79,62,55,73,79,54,74,81,62,84,70,1
,63,84,67,67,89,100,63,83,71,55,73,75,58,73,81,64,85,73,1
,64,84,67,67,87,101,62,81,79,55,73,75,56,71,71,65,86,69,1
,64,83,69,66,88,98,62,88,75,56,74,78,56,68,67,65,84,65,1
,64,87,64,67,91,103,71,115,56,59,74,82,58,86,64,65,89,62,1
,67,90,58,68,88,106,81,95,57,58,74,83,64,74,57,66,81,68,1
,66,78,64,66,89,106,72,92,58,56,72,75,60,83,68,63,83,69,1
,62,79,67,67,81,102,68,88,67,56,72,79,64,81,67,63,83,68,1
,61,75,76,63,87,97,67,86,70,56,74,75,63,85,69,64,85,71,1
,59,75,75,65,86,91,65,88,69,56,74,75,64,80,69,65,87,68,1
,58,74,62,66,89,94,65,86,70,56,74,78,62,83,68,65,85,67,1
,59,84,83,73,115,124,65,88,66,56,74,79,64,83,65,65,90,62,1
,64,83,83,81,88,107,67,91,64,58,74,83,66,91,57,69,87,69,1
,62,76,69,67,84,103,66,81,62,56,72,79,63,72,71,65,81,67,1
,54,54,67,63,90,99,62,81,65,55,73,79,55,71,78,62,83,69,1
,51,88,67,67,89,97,62,83,73,55,73,75,56,73,79,64,86,71,1
,67,88,68,68,92,99,62,79,79,55,73,78,56,67,68,65,86,66,1
,67,87,66,69,89,101,62,95,60,55,73,79,52,78,60,64,85,69,1
,67,87,64,66,81,93,67,77,69,55,73,87,62,83,59,64,84,62,1
,68,90,61,64,92,100,60,85,75,59,72,74,66,82,68,65,86,78,1
,69,90,67,69,84,108,66,93,64,56,74,83,65,81,65,65,80,61,1
,64,75,81,63,83,95,68,85,73,56,74,79,64,85,70,63,84,70,1
,58,72,77,63,82,96,66,87,67,57,72,75,65,86,70,64,83,68,1
,57,76,67,62,79,95,66,92,68,56,72,75,66,83,69,63,82,69,1
,63,91,67,63,95,115,68,90,70,57,72,79,63,81,68,63,81,66,1
,64,71,75,70,82,82,67,84,68,57,72,79,63,77,65,63,83,65,1
,57,82,67,63,85,97,64,86,64,55,73,79,57,76,69,64,83,69,1
,63,83,67,65,89,98,66,89,69,55,73,79,61,78,71,64,84,67,1
,64,85,67,67,88,100,67,90,70,55,73,79,63,84,68,64,85,67,1
,65,84,68,67,86,99,68,91,70,55,73,79,64,84,67,65,84,68,1
,64,83,67,65,87,99,70,91,68,55,73,78,66,86,70,65,86,67,1
,64,83,68,65,86,99,70,92,71,57,74,78,66,84,70,65,86,69,1
,63,80,68,65,86,98,70,91,71,59,74,78,65,80,72,66,87,68,1
,62,82,65,64,83,102,69,94,73,59,74,82,64,91,37,66,83,63,1
,63,88,63,64,88,103,70,84,80,59,72,83,66,73,68,63,83,64,1
,68,89,64,67,91,103,65,92,62,56,72,78,59,80,71,63,83,71,1
,67,76,66,67,83,104,68,89,66,57,74,79,62,79,68,63,83,68,1
,60,79,71,63,84,100,67,87,71,56,74,75,60,83,68,64,85,71,1
,61,76,72,64,87,94,66,90,70,56,74,75,63,82,69,65,86,70,1
,59,75,67,67,87,92,65,84,71,56,74,75,63,82,70,66,87,69,1
,60,79,70,71,105,103,64,87,65,59,74,79,64,86,65,67,89,62,1
,60,71,71,78,94,98,66,88,63,58,74,82,65,85,56,66,82,57,1
,51,45,73,67,68,87,68,92,67,56,72,82,63,77,58,63,80,67,1
,44,76,62,58,86,105,68,77,62,56,72,79,57,76,76,63,84,68,1
,60,83,67,66,90,100,61,83,70,55,73,75,59,74,76,65,85,74,1
,65,84,67,68,88,97,62,81,79,56,74,75,57,71,73,65,86,71,1
,64,83,67,66,86,99,62,87,76,56,74,78,55,67,59,65,86,67,1
,64,86,63,66,92,103,69,110,59,59,74,79,53,73,75,66,89,63,1
,67,93,58,71,94,103,76,77,59,59,78,87,52,49,89,65,73,61,1
,67,76,56,68,84,109,60,82,74,60,75,79,45,79,59,59,83,65,1
,60,79,73,63,84,103,63,87,75,57,72,78,59,84,68,64,86,75,1
,60,76,77,63,81,92,65,90,72,55,73,74,64,85,69,65,85,71,1
,59,74,74,63,84,88,67,87,69,56,74,75,64,79,68,66,87,70,1
,57,73,56,67,96,96,64,88,66,56,74,78,63,83,66,66,88,64,1
,58,76,75,75,104,112,67,89,64,56,74,79,66,88,62,67,90,61,1
,57,65,78,76,92,118,68,92,65,58,74,79,65,75,58,66,80,70,1
,54,74,65,67,83,108,66,75,61,57,74,82,57,76,68,63,84,67,1
,60,83,67,63,90,99,58,84,70,56,74,75,59,74,79,64,86,72,1
,64,86,68,68,88,96,63,79,79,56,74,75,57,72,74,66,86,70,1
,64,82,67,66,86,99,62,82,78,56,74,75,55,69,56,65,87,68,1
,63,88,65,67,95,103,69,120,48,59,74,82,55,75,80,66,88,63,1
,67,90,62,70,92,102,80,76,57,58,78,87,54,58,87,65,79,60,1
,67,78,64,68,92,103,59,78,86,60,73,78,48,78,63,62,83,67,1
,61,78,67,67,79,103,60,84,76,57,72,79,60,83,65,63,83,70,1
,60,76,78,62,86,96,65,87,71,55,73,75,64,84,68,64,85,71,1
,59,74,76,64,84,90,66,87,69,56,74,75,65,82,69,65,88,69,1
,57,74,64,65,91,96,66,89,67,56,74,78,64,85,67,66,86,67,1
,59,81,77,73,108,110,68,89,64,57,74,79,67,87,61,65,88,63,1
,59,62,91,76,83,104,68,88,63,56,72,79,61,66,73,66,81,76,1
,51,78,66,62,77,119,65,80,57,57,74,82,54,75,78,62,80,65,1
,60,84,67,59,89,103,60,83,72,56,74,79,58,76,76,60,83,70,1
,67,91,69,68,92,98,61,74,79,57,72,75,56,68,70,62,81,72,1
,68,84,69,70,94,96,58,80,64,55,72,75,54,73,80,62,78,71,1
,63,76,55,70,87,101,59,64,63,55,73,79,57,68,76,62,86,55,1
,58,72,71,67,90,98,56,86,65,57,74,79,58,82,69,65,84,71,1
,58,78,71,67,86,97,64,85,71,59,72,75,63,82,68,64,84,68,1
,60,79,69,68,98,97,65,87,69,56,74,78,63,83,68,64,84,67,1
,62,83,65,73,93,99,65,86,71,56,74,75,63,83,69,64,87,69,1
,63,83,70,71,97,96,65,86,69,57,74,75,64,82,69,65,87,68,1
,63,81,72,73,96,97,65,83,67,58,74,79,64,84,66,67,89,65,1
,64,87,61,73,101,116,65,94,61,58,74,82,65,90,58,66,85,65,1
,64,77,68,72,81,102,71,92,64,56,72,79,67,76,67,64,80,67,1
,62,81,69,63,92,96,66,80,66,55,73,79,58,76,73,63,84,71,1
,64,86,68,68,92,94,60,86,69,57,74,74,58,75,77,64,85,72,1
,67,87,69,68,87,98,63,80,76,56,74,75,56,71,69,66,86,68,1
,66,81,67,66,83,98,64,86,79,56,74,79,54,68,70,66,85,65,1
,63,87,63,65,91,105,69,106,66,57,74,83,54,68,78,67,89,63,1
,67,92,54,68,86,110,76,95,44,59,72,86,56,75,41,65,73,62,1
,66,76,53,64,83,112,71,88,44,56,72,79,58,79,72,58,83,68,1
,59,80,72,63,86,103,64,90,68,56,72,75,62,86,69,63,84,74,1
,61,76,76,65,83,92,68,88,72,56,72,75,65,84,68,64,85,71,1
,58,74,71,63,84,89,67,87,72,56,74,75,64,81,71,66,88,70,1
,59,78,59,68,102,97,67,88,65,56,74,79,63,83,65,66,86,64,1
,60,76,74,76,96,109,67,93,63,58,74,86,68,93,53,64,77,58,1
,59,69,72,72,89,80,69,91,65,56,72,79,66,73,57,60,80,68,1
,56,76,65,68,86,97,67,80,64,55,73,79,55,76,80,63,84,70,1
,60,84,67,66,88,104,62,83,71,55,73,75,57,73,78,65,87,72,1
,64,84,68,66,87,101,62,80,81,56,74,75,56,71,71,65,88,71,1
,66,83,67,66,88,99,62,88,76,56,74,75,56,69,64,67,85,65,1
,65,89,64,67,92,103,70,107,62,56,74,82,69,149,39,65,89,62,1
,68,96,54,69,90,106,79,105,48,56,74,82,95,71,69,65,79,71,1
,67,71,57,65,76,112,75,88,58,56,72,78,60,81,71,62,84,66,1
,57,78,77,60,85,102,66,90,67,57,74,75,63,84,68,65,86,73,1
,60,76,78,63,83,92,67,90,68,56,74,74,64,84,70,65,86,71,1
,57,70,68,63,85,91,66,87,69,56,74,75,63,81,66,65,86,67,1
,56,75,72,70,111,108,67,92,65,58,74,79,65,86,68,66,90,64,1
,60,83,4,78,88,106,70,93,57,58,74,83,69,94,54,67,80,62,1
,62,80,70,65,75,88,67,83,62,58,72,79,66,66,62,62,81,66,1
,62,83,67,61,89,95,63,83,63,55,73,79,53,75,80,63,85,71,1
,65,86,68,68,89,96,64,82,73,57,74,75,57,72,76,65,87,72,1
,65,84,67,67,87,99,63,82,78,59,74,78,57,71,63,67,88,69,1
,65,84,67,66,88,102,65,96,72,57,74,79,56,75,75,67,86,65,1
,65,87,65,68,90,103,72,96,65,57,74,79,69,124,27,67,89,63,1
,68,97,51,68,91,108,69,77,67,59,74,79,82,72,80,67,81,75,1
,67,68,62,66,79,110,61,88,50,56,74,78,59,83,67,62,82,63,1
,56,76,80,60,83,101,66,88,69,56,74,79,63,80,70,63,83,70,1
,59,73,83,62,78,91,67,90,67,55,73,78,64,84,69,64,80,71,1
,56,66,75,60,79,89,67,88,70,55,72,74,62,76,72,61,76,73,1
,56,82,72,62,85,131,67,83,66,56,70,87,59,71,59,60,83,49,1
,63,83,56,63,79,60,63,81,72,55,73,83,56,72,74,63,83,67,1
,63,83,67,60,88,102,63,92,68,55,73,75,56,81,68,63,79,68,1
,63,84,68,66,83,103,68,95,73,55,73,79,63,81,66,62,84,66,1
,64,84,67,63,89,100,70,92,68,55,73,79,64,83,72,64,86,68,1
,64,82,67,67,85,99,70,91,75,55,73,79,62,79,76,65,86,67,1
,64,85,63,66,89,103,71,102,45,55,73,83,59,81,79,65,83,62,1
,66,90,57,67,91,107,75,92,73,56,72,82,61,80,67,63,78,67,1
,65,75,64,67,82,103,70,91,73,57,72,79,61,78,67,61,84,66,1
,60,81,72,62,83,100,67,88,71,57,72,75,60,83,70,64,84,73,1
,63,79,72,63,87,96,66,88,67,56,74,74,65,86,70,64,85,71,1
,61,75,71,66,86,96,67,90,67,56,74,75,65,83,69,64,86,69,1
,60,76,65,67,92,95,67,84,67,59,74,78,63,80,67,65,85,63,1
,59,79,79,72,107,108,65,89,65,56,74,82,64,86,64,65,88,64,1
,59,74,75,73,78,112,68,92,62,57,72,86,63,79,61,65,79,68,1
,56,74,64,60,78,120,65,71,60,55,73,79,60,80,64,62,83,69,1
,60,84,67,61,91,98,56,85,70,55,73,75,60,75,79,63,84,73,1
,65,86,68,68,88,96,63,81,78,56,74,74,58,73,76,66,86,71,1
,67,84,68,67,86,96,63,82,77,56,74,75,56,73,63,66,88,69,1
,64,85,66,65,87,101,68,110,66,59,74,79,56,81,92,66,85,63,1
,65,88,64,67,91,103,78,94,70,59,74,87,60,70,93,63,76,55,1
,67,90,58,68,92,105,67,74,95,58,72,79,54,72,68,61,84,70,1
,67,81,60,67,78,107,59,82,79,57,72,75,59,80,66,63,83,72,1
,61,76,76,62,83,98,64,89,70,56,74,71,63,85,68,64,85,71,1
,58,74,75,63,82,88,67,88,68,57,74,75,65,85,69,65,87,69,1
,57,72,62,63,89,92,67,88,67,56,74,78,64,84,67,67,85,65,1
,59,82,79,71,109,116,67,91,67,56,74,79,66,86,61,66,90,63,1
,61,72,86,79,96,114,70,95,63,58,74,83,64,74,61,67,81,69,1
,57,76,62,71,81,102,68,75,60,56,74,82,58,76,69,63,83,66,1
,60,84,67,63,91,98,59,84,68,57,74,75,56,74,74,64,86,73,1
,64,85,68,68,90,97,63,81,79,56,74,75,56,74,73,66,86,70,1
,64,82,67,67,87,97,62,83,78,56,74,78,55,71,61,65,87,68,1
,64,86,65,67,91,101,69,117,50,59,74,79,56,77,77,65,87,63,1
,67,87,63,68,92,103,81,81,73,59,78,91,57,66,87,67,81,57,1
,66,87,57,69,94,103,60,69,92,59,72,78,53,78,65,62,81,71,1
,64,78,65,67,77,106,56,84,78,57,72,79,60,81,65,62,83,68,1
,60,76,81,61,85,96,65,88,71,57,72,75,63,88,69,63,87,71,1
,58,75,78,63,83,88,67,88,68,56,74,75,65,86,71,65,88,68,1
,56,68,65,64,88,95,67,93,66,56,74,78,66,87,67,66,86,67,1
