Time,LC_Z,LC_Y,LC_X,LT_Z,LT_Y,LT_X,RT_Z,RT_Y,RT_X,C_Z,C_Y,C_X,RC_Z,RC_Y,RC_X,S_Z,S_Y,S_X,class
,64,83,69,68,88,100,59,78,79,57,74,78,60,79,61,66,88,69,1
,63,79,68,66,85,98,60,87,74,57,74,78,59,60,71,67,87,67,1
,63,83,67,66,91,103,67,101,64,59,74,82,47,65,67,67,91,63,1
,63,83,60,69,89,107,71,92,60,57,74,83,50,55,67,68,83,67,1
,65,87,56,67,87,107,66,81,68,56,72,79,49,80,66,64,82,67,1
,66,83,74,65,80,105,60,84,70,56,74,78,61,79,65,63,85,72,1
,63,78,76,62,79,96,63,88,70,55,72,75,62,82,69,65,85,68,1
,61,80,76,62,83,90,63,86,70,57,74,78,62,78,68,66,87,68,1
,58,62,37,66,95,99,63,87,68,57,74,78,60,80,67,67,86,66,1
,51,65,92,73,100,99,62,87,66,57,74,79,60,77,60,66,87,59,1
,55,80,61,71,83,103,64,94,63,57,74,82,63,93,49,66,83,68,1
,62,78,65,64,80,110,63,73,64,57,74,79,66,72,78,64,83,67,1
,62,88,69,63,90,100,55,83,66,55,72,78,56,73,81,65,86,70,1
,67,81,67,67,83,99,60,79,76,55,72,78,56,76,72,67,86,68,1
,63,83,70,64,87,99,58,79,75,57,74,78,55,57,56,67,87,69,1
,64,86,70,67,95,101,63,103,67,57,74,78,48,70,79,68,88,67,1
,64,78,64,71,88,103,71,87,72,57,74,86,55,74,67,67,84,58,1
,62,83,52,69,99,105,59,67,73,59,74,75,58,82,63,65,83,74,1
,60,62,76,70,71,100,54,89,70,56,72,79,62,78,67,64,84,66,1
,56,88,74,57,81,99,63,84,69,55,72,79,61,79,69,65,83,68,1
,65,76,76,62,78,92,62,87,67,55,72,79,62,80,69,65,83,67,1
,56,60,67,60,81,98,63,91,69,55,72,78,60,78,69,64,81,68,1
,51,71,82,63,81,95,65,86,67,55,72,83,60,76,66,63,83,63,1
,56,68,58,63,83,99,63,81,62,55,72,79,60,77,71,64,80,68,1
,56,80,69,63,86,99,59,80,72,55,72,79,57,71,77,64,84,68,1
,62,82,68,66,86,99,59,86,73,55,72,79,56,78,72,66,85,68,1
,63,86,70,66,88,102,62,85,67,55,72,79,62,82,71,66,84,67,1
,65,83,68,66,84,99,62,86,67,57,74,79,63,82,70,66,84,67,1
,64,84,70,64,83,97,64,92,69,55,72,79,63,82,68,65,84,67,1
,65,84,68,66,92,101,66,92,62,55,72,79,62,76,71,65,83,71,1
,64,80,68,69,89,100,66,88,66,55,72,83,61,79,72,64,83,63,1
,63,82,68,67,86,99,64,86,69,56,74,79,60,80,69,64,85,68,1
,64,81,68,66,87,100,62,86,68,56,74,78,61,80,69,66,84,68,1
,64,83,71,67,90,100,62,85,68,57,74,78,61,78,69,65,86,68,1
,64,81,64,69,91,99,62,84,69,57,74,78,61,79,70,66,86,68,1
,63,79,68,70,96,97,62,85,68,57,74,79,59,78,70,67,85,67,1
,61,75,76,72,96,99,62,84,67,56,74,79,59,77,69,66,87,65,1
,60,83,56,75,104,112,62,90,61,57,74,82,60,79,60,67,85,63,1
,63,78,73,73,79,97,66,92,64,56,74,78,62,82,68,65,82,71,1
,60,80,74,63,87,97,64,75,64,55,72,79,65,89,71,64,84,69,1
,62,80,69,66,88,99,57,83,68,55,72,75,66,79,74,65,85,70,1
,62,80,69,67,87,102,59,80,75,57,74,78,60,77,62,66,87,69,1
,62,79,69,65,85,99,60,88,75,57,74,79,57,60,70,67,87,66,1
,62,80,65,67,91,104,66,103,68,57,74,82,49,69,79,67,88,66,1
,63,82,63,68,88,106,71,89,63,57,72,83,54,73,64,67,81,66,1
,64,86,57,67,88,106,63,81,60,56,72,79,58,80,68,63,81,67,1
,67,87,72,66,82,103,60,86,68,55,72,78,60,79,65,64,83,71,1
,64,78,75,63,81,96,63,88,69,55,72,75,62,81,71,66,85,69,1
,61,81,75,63,82,91,64,86,70,55,72,78,61,79,69,67,87,69,1
,59,63,35,65,92,95,62,84,68,57,72,78,60,79,67,67,86,65,1
,50,63,92,72,103,102,63,89,63,55,72,82,61,78,60,66,85,60,1
,55,85,57,73,79,107,65,96,62,56,74,83,61,86,47,65,80,68,1
,64,75,64,63,81,116,65,72,63,55,72,79,65,81,70,63,82,68,1
,60,88,71,63,89,101,55,81,67,55,72,75,62,76,79,64,86,71,1
,67,84,68,67,87,99,58,79,76,55,72,75,57,74,74,66,86,69,1
,65,83,71,65,84,98,57,80,80,57,74,79,54,60,47,67,89,67,1
,63,81,67,66,90,102,64,113,63,57,74,79,49,70,90,68,88,64,1
,63,82,66,70,92,102,75,81,86,57,74,87,51,60,78,67,80,58,1
,64,87,53,70,89,107,58,70,92,57,72,79,51,76,62,63,82,64,1
,67,83,74,65,76,110,54,85,72,55,72,79,60,80,70,66,87,71,1
,63,79,76,60,81,93,62,90,66,55,72,75,62,84,72,67,85,69,1
,62,83,76,62,83,91,65,89,68,55,72,78,63,79,69,66,87,69,1
,60,66,39,65,89,94,64,84,71,55,72,78,62,79,70,67,84,67,1
,54,68,89,71,100,99,62,86,63,57,74,82,60,78,64,67,90,63,1
,53,64,59,78,115,121,63,92,57,56,74,83,63,88,53,68,82,66,1
,53,83,76,78,78,92,65,84,63,55,72,79,61,60,71,64,83,66,1
,63,82,77,61,86,95,59,80,60,55,72,78,51,79,74,65,85,71,1
,63,82,70,66,88,96,59,79,74,55,72,75,60,76,73,65,86,70,1
,63,81,68,67,87,98,57,79,81,55,72,78,57,71,63,66,89,69,1
,63,79,67,65,84,99,63,106,59,57,74,79,51,56,84,67,87,66,1
,62,83,67,66,91,104,72,88,74,57,74,83,47,72,77,67,84,60,1
,64,86,56,70,95,104,63,79,74,56,74,79,56,70,69,65,79,69,1
,64,75,69,67,74,107,59,89,71,55,72,79,56,80,68,63,86,68,1
,62,87,75,60,86,99,65,87,69,56,72,75,63,83,71,66,85,71,1
,65,80,76,63,80,91,65,91,67,56,74,78,64,80,69,66,86,68,1
,61,75,66,63,84,88,63,82,71,55,72,78,62,78,68,67,86,69,1
,57,66,73,71,116,117,62,89,63,57,74,79,60,82,67,67,87,64,1
,56,79,78,79,81,90,64,88,66,57,74,86,63,87,57,67,83,66,1
,60,70,63,62,75,81,64,92,63,59,72,78,63,72,72,64,84,67,1
,57,77,64,60,86,100,64,77,62,55,72,79,59,89,71,66,86,70,1
,62,82,69,65,88,99,56,80,73,55,72,75,63,78,74,66,86,71,1
,63,83,70,67,88,100,57,77,78,57,74,78,59,73,63,66,88,68,1
,63,80,67,66,87,98,59,94,68,57,74,79,51,52,82,67,87,67,1
,63,83,68,67,90,103,70,97,70,55,72,79,48,84,56,66,83,63,1
,63,80,58,69,94,108,66,75,74,55,72,82,63,79,72,64,83,69,1
,61,72,75,68,76,104,57,90,69,56,72,79,61,83,71,64,83,68,1
,59,79,77,60,86,95,64,86,67,56,72,78,62,81,69,64,84,68,1
,62,83,75,65,83,94,63,88,68,55,72,79,62,81,69,65,84,68,1
,62,69,60,64,81,97,64,88,67,55,72,79,63,80,67,65,82,68,1
,57,86,57,65,96,101,65,92,64,55,72,82,61,82,62,64,83,65,1
,64,83,75,68,83,96,67,92,59,56,72,78,63,81,70,64,81,70,1
,63,82,68,64,85,102,66,84,67,55,72,82,63,82,70,64,82,67,1
,64,81,70,64,86,100,60,79,74,55,72,79,61,77,71,64,82,68,1
,63,83,68,65,86,99,55,73,70,55,72,79,57,67,72,64,82,68,1
,64,85,69,66,91,100,57,87,65,53,72,79,50,63,78,63,81,71,1
,65,84,70,69,94,102,62,73,67,53,72,79,51,75,75,63,82,69,1
,64,83,63,70,83,107,54,84,67,56,72,83,56,78,69,63,82,66,1
,64,83,67,64,87,95,60,84,71,56,72,78,59,78,69,64,84,71,1
,65,88,67,68,92,96,62,87,68,55,72,79,62,81,71,65,83,67,1
,65,79,67,71,97,96,63,86,67,55,72,79,59,76,69,65,84,68,1
,61,76,77,74,97,96,62,86,65,55,72,82,59,79,67,65,83,63,1
,64,99,38,74,99,110,64,92,60,56,72,83,61,86,54,63,83,65,1
,70,76,72,72,83,105,67,91,61,56,66,79,62,66,68,63,80,64,1
,60,80,71,63,84,101,63,80,62,53,72,79,54,76,75,63,83,70,1
,63,82,69,65,87,98,58,79,74,55,72,75,56,76,70,64,83,73,1
,63,81,70,66,88,100,57,80,79,55,72,78,56,65,70,65,85,68,1
,63,82,68,67,87,101,63,98,71,57,74,79,49,61,77,67,88,63,1
,63,81,64,67,90,102,70,92,70,57,74,79,50,76,55,67,84,63,1
,64,87,60,68,89,105,66,81,75,57,72,82,57,69,69,64,80,66,1
,65,78,69,64,71,108,61,89,67,56,72,79,56,80,70,63,84,71,1
,63,86,74,58,80,98,63,85,68,55,72,75,63,82,70,65,84,72,1
,64,79,75,61,79,93,64,90,69,56,72,78,63,80,67,66,85,68,1
,60,78,68,63,85,89,63,84,71,55,72,78,60,78,68,66,86,69,1
,56,60,75,71,114,118,63,88,65,55,72,82,59,79,66,67,86,63,1
,51,75,81,79,86,99,64,88,66,56,75,83,62,86,55,66,83,62,1
,56,64,66,62,66,83,65,93,62,59,72,79,61,64,70,64,80,67,1
,56,85,57,56,83,98,65,78,63,55,72,79,53,84,71,64,86,71,1
,65,84,69,64,90,99,56,80,74,55,72,75,63,78,77,66,86,72,1
,64,83,69,68,89,100,59,79,78,57,74,79,60,75,62,67,87,67,1
,63,80,68,67,84,99,58,88,73,57,74,79,55,55,76,67,85,67,1
,62,80,65,65,90,103,67,99,65,55,72,82,64,148,15,66,84,63,1
,63,85,57,69,92,106,66,76,66,57,74,83,93,84,59,65,82,67,1
,66,91,67,65,73,105,60,92,63,57,72,79,64,79,68,63,83,67,1
,69,90,72,59,84,99,66,91,74,56,72,75,61,80,68,65,84,73,1
,67,78,73,63,79,94,65,88,70,55,72,75,63,81,70,67,87,69,1
,60,76,63,62,84,89,63,83,70,56,72,79,61,78,67,67,85,68,1
,56,62,79,71,114,115,61,90,61,55,72,83,62,80,65,67,88,64,1
,57,100,47,79,88,110,67,92,59,56,72,82,64,96,54,67,81,65,1
,73,82,81,67,84,87,64,80,59,55,72,79,64,61,73,63,82,63,1
,64,84,67,63,82,98,57,83,63,55,72,79,51,76,76,65,86,71,1
,65,81,70,64,90,97,60,79,75,55,72,71,59,76,74,66,86,74,1
,63,83,70,67,87,100,56,77,80,57,74,78,56,68,63,67,88,67,1
,63,81,67,66,85,103,62,97,62,57,74,79,50,55,79,68,88,64,1
,63,82,65,66,91,103,67,92,75,59,74,83,47,66,80,67,81,61,1
,64,88,44,71,99,106,63,76,78,55,72,78,52,69,75,63,83,72,1
,63,63,70,70,73,110,58,85,65,55,72,83,55,74,70,65,86,65,1
,56,82,73,58,81,100,63,83,63,56,74,75,56,80,71,67,86,73,1
,63,81,79,61,78,90,62,89,69,57,72,75,62,83,70,67,85,70,1
,63,81,51,62,85,90,65,85,70,55,72,78,63,80,69,67,85,68,1
,60,62,78,71,113,115,62,89,63,55,72,82,61,79,65,67,88,63,1
,47,51,76,78,80,93,65,90,66,56,75,83,60,86,51,68,84,64,1
,48,71,66,60,73,82,67,96,62,59,72,78,62,62,74,65,81,67,1
,56,74,64,60,84,97,66,78,63,55,72,82,54,85,71,65,86,67,1
,60,83,68,65,89,100,59,80,72,55,72,75,63,79,75,67,86,72,1
,64,83,70,68,90,97,59,79,79,55,72,78,60,79,61,67,87,68,1
,64,81,69,67,88,97,60,91,70,55,72,78,58,57,75,67,86,68,1
,63,80,68,67,88,103,67,96,68,55,72,79,51,83,34,67,86,62,1
,62,81,59,68,92,107,68,86,72,57,74,83,62,78,67,66,83,67,1
,65,90,72,67,76,104,63,90,63,56,72,79,60,79,71,64,83,68,1
,67,84,78,62,87,98,63,85,65,55,72,78,61,83,69,65,83,70,1
,64,80,77,65,83,94,63,91,68,55,72,78,63,84,69,65,84,68,1
,60,72,67,64,83,93,65,90,68,55,72,79,63,81,72,65,83,69,1
,55,62,75,70,109,115,65,88,64,55,72,78,61,82,70,64,83,67,1
,52,82,60,79,99,141,65,88,57,55,72,83,63,77,65,65,84,69,1
,63,86,63,70,80,96,61,76,69,55,72,79,63,95,71,65,82,63,1
,67,86,73,62,88,99,56,77,71,55,72,78,64,57,57,64,82,69,1
,66,83,70,67,88,99,56,80,69,55,72,79,47,70,71,65,83,68,1
,64,84,69,67,91,99,58,79,70,53,72,79,56,78,76,63,80,70,1
,64,83,69,69,92,101,62,100,55,55,72,79,60,78,71,63,79,69,1
,63,79,67,64,72,96,71,86,64,55,72,82,59,77,71,61,79,64,1
,61,74,85,56,72,98,62,85,68,53,72,79,60,78,68,63,79,68,1
,57,73,70,55,67,102,63,87,68,53,72,79,60,81,69,62,79,70,1
,56,71,71,57,89,102,64,92,69,53,72,79,62,82,67,62,82,69,1
,56,72,65,70,95,111,64,84,67,55,72,83,60,70,70,63,86,62,1
,59,80,78,70,84,99,63,89,66,57,72,79,55,73,70,66,84,70,1
,63,82,73,65,88,96,62,78,75,55,72,78,60,81,73,65,81,71,1
,63,80,69,67,86,99,59,86,63,55,72,82,62,78,67,64,84,68,1
,63,81,68,65,86,97,63,96,64,55,72,79,60,86,63,64,82,68,1
,64,87,70,67,93,101,69,92,73,55,72,79,64,80,63,63,79,67,1
,64,71,53,69,85,108,67,88,69,53,72,83,61,75,68,63,83,64,1
,58,80,71,65,83,101,63,84,68,56,74,79,59,78,70,64,83,69,1
,63,83,67,64,87,99,63,85,68,56,72,75,60,81,69,64,83,70,1
,63,82,70,67,88,98,63,89,67,56,74,79,61,81,69,64,84,67,1
,63,79,65,68,91,97,63,83,71,57,74,79,61,77,68,66,86,67,1
,60,73,72,71,96,98,61,86,67,57,74,79,62,80,72,67,86,68,1
,57,73,77,72,95,97,63,87,67,55,72,79,61,80,64,66,83,62,1
,59,79,73,68,78,91,64,92,65,57,74,82,63,87,57,64,83,65,1
,62,83,62,63,86,100,65,82,63,57,72,78,60,54,75,66,86,67,1
,63,82,71,65,88,101,59,82,64,55,72,79,48,78,75,67,87,71,1
,63,82,70,66,87,97,59,82,76,55,72,75,60,79,68,67,85,70,1
,63,80,70,66,86,99,60,82,76,57,74,78,61,69,57,67,88,68,1
,62,79,67,66,87,102,65,108,65,57,74,79,53,68,77,68,89,63,1
,61,79,65,67,92,102,75,91,69,59,74,83,55,79,67,68,84,61,1
,63,84,59,69,92,105,63,78,81,57,72,79,59,72,65,65,80,70,1
,64,81,67,66,73,105,57,86,72,55,72,79,58,79,68,63,85,68,1
,65,89,71,59,83,103,62,84,71,55,72,75,62,81,72,66,85,72,1
,66,80,78,63,80,96,62,91,67,56,74,78,63,83,71,66,85,68,1
,62,79,69,63,85,88,64,85,69,57,74,78,62,78,68,67,86,69,1
,57,60,71,71,115,116,62,88,63,57,74,79,60,79,68,67,88,63,1
,52,76,82,79,83,98,64,89,63,57,74,83,62,82,55,67,84,64,1
,58,68,68,62,70,82,66,95,64,58,74,79,62,74,70,65,83,67,1
,56,79,63,58,86,97,64,76,62,55,72,79,60,88,72,65,84,69,1
,62,82,69,66,90,99,57,81,71,55,72,75,66,79,74,66,88,72,1
,63,82,68,68,88,102,58,79,78,55,72,75,61,79,67,67,87,69,1
,63,81,70,66,84,99,60,84,76,57,74,78,56,56,67,67,87,66,1
,63,81,65,66,92,105,65,103,63,59,74,83,57,108,15,68,88,62,1
,63,83,57,69,91,108,67,64,76,57,72,83,71,73,74,67,82,67,1
,66,89,66,65,72,106,51,92,58,56,72,79,58,82,71,64,84,69,1
,69,89,73,59,84,100,64,87,68,56,72,75,63,82,68,65,85,73,1
,66,77,76,63,79,92,63,88,71,55,72,75,64,83,69,66,86,69,1
,60,76,67,61,82,88,64,86,71,55,72,78,62,76,67,67,86,69,1
,56,62,73,72,125,125,63,89,61,57,74,82,60,80,67,67,88,64,1
,55,86,72,84,83,107,67,92,60,56,74,83,64,89,52,67,82,66,1
,66,84,73,63,72,84,64,81,57,56,72,79,60,55,72,64,84,64,1
,63,78,69,60,86,94,59,81,63,55,72,79,49,83,76,66,86,71,1
,61,81,69,66,91,99,58,79,74,55,72,74,62,78,74,67,87,71,1
,63,82,67,69,88,100,56,78,81,55,72,78,59,75,63,67,88,68,1
,63,80,67,67,87,99,60,96,66,57,74,79,54,54,80,68,85,67,1
,63,80,67,67,90,104,70,92,73,57,74,83,49,84,70,66,84,59,1
,63,83,57,69,92,106,63,76,76,57,72,79,61,71,75,64,81,70,1
,65,88,69,65,74,104,59,89,65,56,72,79,56,76,70,63,84,68,1
,67,87,73,60,84,101,64,87,67,55,72,78,58,81,70,65,84,71,1
,65,81,79,63,79,95,62,87,68,55,72,78,63,82,70,66,86,68,1
,63,78,70,62,83,89,62,86,69,55,72,78,61,79,67,66,86,69,1
,56,59,68,71,116,123,63,88,65,55,72,79,60,80,67,67,86,64,1
,49,67,82,80,86,95,63,88,67,57,74,86,61,83,55,66,83,63,1
,51,57,65,63,78,97,65,103,62,59,74,78,65,83,69,64,82,68,1
,52,81,63,62,83,100,68,76,61,55,72,82,63,87,72,65,86,67,1
,64,85,70,64,89,99,56,81,70,57,74,75,65,78,76,66,87,71,1
,65,85,68,68,88,100,57,79,77,57,74,75,60,75,71,67,88,68,1
,64,81,68,67,85,99,58,81,76,57,74,78,56,60,67,68,87,67,1
,63,81,67,66,88,103,64,106,66,57,74,79,51,71,85,68,90,64,1
,63,81,65,67,89,103,71,76,60,59,74,82,51,55,70,68,83,64,1
,64,85,47,68,94,105,54,73,83,56,72,79,49,82,73,64,82,67,1
,65,83,76,68,78,104,56,88,70,55,72,79,62,78,64,64,84,69,1
,57,49,76,60,80,97,63,83,69,55,72,78,60,79,68,65,85,67,1
,48,81,77,62,81,94,62,92,68,55,72,78,63,83,70,66,84,69,1
,57,53,61,64,88,95,65,92,70,55,72,78,64,81,68,65,84,69,1
,47,67,76,69,96,92,66,88,67,55,72,79,61,76,60,64,79,60,1
,51,64,70,69,79,92,64,90,60,55,72,79,59,81,66,63,82,70,1
,54,82,66,63,86,110,63,81,65,55,72,83,60,81,74,64,82,67,1
,63,81,68,64,86,99,59,77,74,55,72,79,62,76,76,64,83,69,1
,63,82,68,66,87,99,55,71,72,55,72,78,56,63,70,64,81,70,1
,57,55,68,67,89,100,56,94,65,53,72,79,51,80,70,63,80,67,1
,51,79,67,67,89,101,69,97,71,53,72,79,65,81,71,63,83,67,1
,61,80,68,68,86,103,68,88,66,53,72,79,65,80,70,64,83,68,1
,61,77,72,67,90,97,64,86,68,55,72,79,63,82,71,64,83,68,1
,60,79,69,68,89,100,63,87,67,55,72,79,62,82,70,64,83,68,1
,62,83,71,68,91,99,63,87,68,55,72,79,62,80,69,64,84,67,1
,64,83,71,69,90,98,63,87,68,55,72,79,61,80,69,64,83,68,1
,63,78,71,67,84,94,63,90,69,55,72,79,60,78,67,63,76,63,1
,61,79,79,63,80,88,64,85,62,55,72,83,59,80,59,61,82,67,1
,62,81,65,63,87,101,61,82,67,53,72,79,62,77,75,64,83,66,1
,62,79,67,66,87,100,61,82,67,55,72,79,60,74,73,64,85,69,1
,62,83,69,66,88,100,59,83,69,55,72,78,56,79,67,65,84,70,1
,64,83,70,67,88,100,60,79,72,55,72,79,58,71,68,65,86,68,1
,63,79,68,66,82,99,62,94,71,55,72,79,55,66,78,66,85,65,1
,61,79,67,65,90,103,67,96,66,55,72,82,56,95,39,66,86,62,1
,62,83,61,68,92,107,66,74,72,57,74,82,68,78,62,65,79,69,1
,65,88,67,67,80,104,56,88,71,56,72,79,60,76,69,63,83,68,1
,67,86,72,63,84,101,63,87,70,55,72,78,60,79,69,64,84,71,1
,65,79,77,64,84,95,63,88,68,55,72,78,63,83,71,64,83,69,1
,61,79,70,65,87,92,63,85,70,55,72,79,62,78,69,65,86,68,1
,57,62,54,70,101,105,62,86,67,55,72,79,60,79,67,65,85,65,1
,51,71,85,75,94,99,62,88,67,57,74,79,61,80,63,65,86,63,1
,57,76,67,67,76,94,64,92,63,55,72,82,62,87,51,65,82,69,1
,60,77,58,60,83,104,63,72,60,55,72,82,64,80,73,64,83,67,1
,62,85,70,63,89,100,55,85,67,55,72,75,62,76,79,65,87,72,1
,65,84,69,67,88,99,60,79,76,57,74,75,59,75,74,67,85,69,1
,64,81,71,66,87,97,58,80,79,57,74,78,54,63,36,67,87,68,1
,63,80,67,67,87,101,65,108,64,57,74,79,51,67,86,67,88,63,1
,62,79,65,67,91,102,73,88,67,59,75,83,55,74,87,67,83,62,1
,63,88,46,71,99,108,63,75,74,59,74,79,58,77,70,64,80,68,1
,64,69,72,70,76,107,56,86,72,56,72,79,61,83,71,64,86,69,1
,59,84,76,60,80,98,63,88,68,55,72,75,64,83,69,67,85,71,1
,64,81,78,62,81,89,63,91,67,55,72,78,64,80,67,67,86,68,1
,60,69,47,63,84,89,65,83,70,55,72,78,59,78,70,66,85,68,1
,54,64,87,71,111,105,62,89,65,55,72,82,61,78,65,67,89,64,1
,55,79,51,80,100,108,67,94,60,56,74,83,63,95,49,68,81,67,1
,60,81,73,72,77,97,64,78,59,55,72,79,65,60,77,64,83,65,1
,63,83,75,62,86,97,59,83,63,55,72,79,51,77,77,65,86,70,1
,64,82,70,65,86,97,60,79,75,55,72,75,59,77,74,67,86,70,1
,64,83,70,66,87,100,59,79,81,57,74,78,56,64,51,67,88,69,1
,64,80,65,67,88,99,66,124,44,57,74,79,49,61,89,68,87,63,1
,62,79,65,67,89,103,81,83,67,59,74,86,52,75,82,67,85,60,1
,63,88,55,69,96,105,58,72,71,59,74,79,57,77,69,65,80,71,1
,65,74,71,70,78,108,56,87,72,57,72,79,61,79,71,64,85,68,1
,62,87,74,62,83,97,64,88,69,55,72,75,61,83,70,67,86,71,1
,65,79,73,63,83,91,65,89,67,56,74,75,62,81,70,67,86,68,1
,60,75,55,64,87,92,63,83,71,57,74,78,61,78,68,67,86,67,1
,56,63,83,71,105,101,63,88,63,57,74,83,60,79,65,67,88,64,1
,48,54,40,77,97,107,65,92,60,57,74,83,62,91,53,67,83,66,1
,49,79,78,71,81,96,65,83,61,55,72,79,61,52,75,65,84,65,1
,61,81,75,63,86,97,60,81,63,55,72,79,47,81,75,66,86,70,1
,63,80,71,66,88,97,59,79,75,55,72,75,62,79,73,67,87,71,1
,63,81,69,67,88,97,59,80,81,57,74,78,60,72,60,68,88,68,1
,63,78,67,66,85,99,65,111,54,57,74,79,54,60,87,70,88,65,1
,62,82,67,67,91,104,77,90,62,59,78,83,49,70,73,69,83,61,1
,55,83,66,81,96,83,60,79,96,56,66,51,53,69,90,67,84,84,2
,64,85,68,68,83,88,62,104,72,53,72,71,56,77,64,67,78,60,2
,68,96,70,60,59,129,75,97,45,55,73,107,55,65,41,64,83,40,2
,67,67,72,49,75,102,70,86,49,59,74,82,51,70,53,66,80,78,2
,54,62,46,59,78,86,64,99,86,55,63,58,46,36,78,64,79,95,2
,46,35,88,68,117,91,68,77,78,47,63,74,39,81,71,64,81,71,2
,41,88,68,76,57,110,57,88,48,53,72,107,62,79,70,66,88,39,2
,58,48,78,45,56,118,63,83,55,56,74,83,60,80,63,69,83,75,2
,47,78,56,56,119,99,63,91,76,55,64,67,57,54,80,66,86,94,2
,52,43,78,80,79,88,65,84,92,47,59,72,48,76,94,67,82,71,2
,45,84,71,63,86,129,61,81,90,47,71,95,59,83,89,67,88,49,2
,64,85,88,65,83,114,59,82,62,57,74,87,59,66,47,68,82,67,2
,63,76,76,64,85,89,62,97,65,59,72,71,53,81,83,66,84,79,2
,56,63,56,64,78,88,73,107,81,55,72,66,62,83,71,66,79,89,2
,55,81,88,54,51,84,72,84,63,55,66,79,62,75,63,65,91,34,2
,57,54,56,43,57,92,61,86,53,55,79,99,57,71,76,69,84,49,2
,49,77,55,54,105,128,63,79,74,63,74,74,58,79,71,66,80,76,2
,62,83,80,79,103,80,61,96,87,56,63,62,58,59,83,65,83,88,2
,66,92,46,72,83,88,65,77,86,51,72,78,51,78,76,64,75,51,2
