@relation EXAMPLE1

@attribute M_LC_Z numeric
@attribute M_LC_Y numeric
@attribute M_LC_X numeric
@attribute M_LT_Z numeric
@attribute M_LT_Y numeric
@attribute M_LT_X numeric
@attribute M_RT_Z numeric
@attribute M_RT_Y numeric
@attribute M_RT_X numeric
@attribute M_C_Z numeric
@attribute M_C_Y numeric
@attribute M_C_X numeric
@attribute M_RC_Z numeric
@attribute M_RC_Y numeric
@attribute M_RC_X numeric
@attribute M_S_Z numeric
@attribute M_S_Y numeric
@attribute M_S_X numeric
@attribute SD_LC_Z numeric
@attribute SD_LC_Y numeric
@attribute SD_LC_X numeric
@attribute SD_LT_Z numeric
@attribute SD_LT_Y numeric
@attribute SD_LT_X numeric
@attribute SD_RT_Z numeric
@attribute SD_RT_Y numeric
@attribute SD_RT_X numeric
@attribute SD_C_Z numeric
@attribute SD_C_Y numeric
@attribute SD_C_X numeric
@attribute SD_RC_Z numeric
@attribute SD_RC_Y numeric
@attribute SD_RC_X numeric
@attribute SD_S_Z numeric
@attribute SD_S_Y numeric
@attribute SD_S_X numeric
@attribute PERSON {P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13}
@attribute LABLE {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@data
61.513228,79.108466,70.164021,68.775132,90.325397,98.796296,69.029101,92.57672,72.021164,57.132275,73.748677,77.468254,58.513228,76.153439,71.137566,67.232804,88.873016,67.73545,3.954916,6.237061,7.806155,4.120502,5.603517,5.34258,6.179562,15.944536,18.050036,1.255028,0.856232,1.874445,3.231145,4.971107,6.715859,1.511432,1.905093,1.604841,P4,1
62.116009,80.232019,69.561485,68.549884,90.071926,99.593968,69.25522,92.396752,70.116009,56.431555,73.531323,78.037123,59.218097,76.542923,70.791183,66.452436,87.893271,67.542923,4.748476,8.167447,14.95206,4.363069,7.083324,11.97522,4.441401,7.46207,12.798474,1.076786,0.986365,2.365356,5.540716,10.221781,13.588005,2.090069,3.835689,3.048318,P4,1
60.444181,77.691211,70.244656,67.166271,88.099762,100.026128,67.263658,89.612827,69.251781,56.928741,73.672209,78.389549,57.016627,74.019002,70.859857,66.07601,86.667458,67.382423,6.212381,10.797406,8.034043,3.729054,5.988074,3.759616,4.118129,6.07434,4.180975,1.026793,0.780956,1.252185,6.753706,11.353094,5.785298,2.069785,1.595305,1.616005,P4,10
59.702576,76.75644,71.526932,72.962529,96.245902,96.911007,74.030445,99.992974,76.892272,53.152225,68.59719,79.384075,58.236534,75.23185,72.569087,62.948478,82.665105,67.875878,4.525035,6.922229,4.993307,5.645541,8.378793,4.543472,10.015048,20.679724,23.151423,2.619109,3.506006,6.24275,4.372875,6.167461,4.530591,2.173325,2.434678,6.249388,P4,13
71.391026,75.737179,72.269231,82.098291,92.527778,99.991453,81.50641,94.444444,70.17094,57.162393,67.356838,79.438034,69.485043,74.561966,72.376068,74.527778,83.012821,67.519231,20.669636,5.244996,3.58656,17.193188,3.390736,3.587123,16.796735,3.562493,3.521705,10.907503,3.087543,4.075988,16.80258,4.750889,3.211162,20.058069,1.910342,4.652641,P4,12
60.896243,78.581395,68.710197,74.760286,98.543828,97.389982,73.708408,98.810376,73.583184,49.876565,64.359571,80.252236,60.202147,78.023256,69.742397,63.652952,83.363148,67.636852,3.034678,5.723199,6.280425,2.028367,3.254466,4.73577,1.906336,3.285437,5.045035,3.150513,4.471481,4.843792,3.419443,5.542275,6.168897,1.714232,3.804545,4.799613,P4,13
74.920998,82.821206,67.016632,75.237006,84.114345,99,75.197505,84.049896,68.178794,62.276507,71.827443,78.72973,72.594595,80.182952,68.825364,77.182952,86.871102,67.043659,20.723454,2.257178,0.127888,17.739333,0.31823,0,16.608131,0.439245,0.536842,9.848143,1.17906,0.444099,17.318824,0.647882,1.060862,20.867162,0.335087,0.204335,P4,14
73.179104,78.373134,70.636816,90.350746,104.032338,90.522388,88.467662,104.962687,81.708955,59.452736,70.614428,78.997512,67.992537,74.114428,71.38806,81.935323,92.20398,68.410448,20.564611,1.454133,0.480917,16.83277,0.190441,0.499499,15.760022,0.611743,0.636665,9.786223,1.592298,0.049813,15.683037,0.850426,0.845625,19.702155,0.409081,0.491915,P4,15
86.528067,99.765073,80.553015,90.652807,106.24948,85.232848,89.407484,104.16632,83.114345,66.170478,79.191268,59.363825,83.035343,98.222453,84.392931,88.721414,102.557173,81.027027,18.291124,2.757885,0.497182,15.90689,0.432712,0.473675,14.30105,0.46654,0.404525,7.34734,0.777013,1.376466,13.096983,0.568028,1.024376,17.178691,0.496721,0.162162,P4,16
62.383378,80.959786,67.016086,66.903485,88.321716,100.029491,65.879357,87.190349,68.699732,56.689008,73.450402,78.428954,60.900804,79.150134,69.018767,64.273458,84.182306,67.359249,3.98596,7.034651,8.653271,3.703677,6.389795,7.231276,4.043189,7.149024,7.720723,1.3718,1.093893,3.272834,4.879055,8.454196,8.347813,1.693789,2.986836,4.080248,P5,1
59.475751,76.549654,68.244804,67.933025,89.692841,99.82679,66.946882,88.642032,69.676674,55.819861,71.341801,79.030023,56.150115,72.418014,68.995381,62.990762,82.581986,67.884527,7.087053,12.37568,14.583363,6.844201,12.205151,18.076947,7.281819,13.070206,17.365965,3.895858,5.678332,11.305398,7.644413,12.808173,13.571638,2.593277,4.628793,15.458671,P5,2
57.385321,73.598624,66.972477,67.199541,88.522936,100.419725,65.731651,86.977064,66.178899,55.665138,71.243119,79.775229,54.449541,70.227064,69.463303,62.722477,82.605505,68.309633,9.302173,15.858517,19.079365,9.531892,16.722147,19.926366,10.652734,18.024052,20.17754,4.756721,6.72327,13.867159,10.558692,17.691062,15.986836,3.66718,5.945499,16.679466,P5,2
73.754023,81.243678,67.457471,78.14023,88.296552,99.788506,76,84.914943,69.308046,56.524138,66.301149,79.703448,71.082759,79.310345,69.395402,74.682759,82.147126,68.027586,20.715627,2.337191,0.802243,17.861951,3.712899,1.180826,16.599404,4.346449,1.627862,10.820425,4.865442,3.487496,16.525078,2.662254,1.830766,20.304816,3.558569,1.758833,P5,7
75.370732,84.982927,66.94878,78.331707,90.292683,99.856098,80.770732,90.463415,69.587805,49.870732,56.665854,74.141463,72.360976,80.987805,68.926829,69.141463,72.392683,77.495122,20.913157,2.725167,0.732394,17.878239,3.71906,1.753401,16.36135,3.47954,1.781572,12.579324,11.017859,2.899872,16.39442,1.89797,1.424357,20.058925,5.318577,6.186628,P5,5
62.478261,81.754348,68.297826,68.645652,89.391304,99.186957,64.658696,84.606522,70.96087,43.543478,54.569565,77.397826,64.647826,84.130435,69.608696,54.404348,70.056522,79.195652,1.645007,2.505317,1.030194,2.413387,3.623464,1.658916,2.655354,3.86618,1.708862,2.978959,5.064964,2.949649,1.618472,2.105982,1.378062,2.079293,2.84396,1.638127,P5,6
74.338308,81.654229,67.246269,77.383085,86.870647,99.9801,75.422886,84.728856,69.40796,59.883085,70.654229,75.288557,71.20398,79.659204,68.738806,77.442786,86.629353,69.10199,21.048628,1.602965,0.776872,18.099023,1.595449,1.132778,16.952385,2.034189,1.444749,10.416632,2.431621,1.827463,17.225984,1.400347,1.298272,20.763486,1.99363,1.563593,P5,7
72.003846,77.759615,70.142308,78.688462,88.659615,101.144231,77.984615,88.957692,67.95,61.071154,71.103846,78.8,68.113462,73.326923,72.363462,75.617308,84.632692,67.346154,20.833682,9.795697,11.288819,17.658161,6.759431,8.020908,17.640964,9.176377,9.298335,9.925721,1.95841,1.826725,18.027666,10.989193,13.131166,20.195432,4.859733,3.269819,P5,8
72.669456,79.650628,69.054393,80.495816,91.784519,100.841004,80.51046,91.997908,69.309623,60.537657,70.769874,79.056485,70.48954,77.621339,71.110879,75.872385,84.334728,67.384937,20.314668,11.346636,15.750446,17.727451,8.267849,11.754276,15.841623,13.320557,16.962682,9.234602,2.116228,2.07872,17.382207,10.967093,14.641399,19.584556,2.746791,3.324554,P5,9
72.464088,78.038674,68.671271,80.883978,91.104972,99.560773,78.588398,90.281768,69.767956,60.20442,70.292818,78.674033,68.872928,74.530387,71.154696,74.848066,83.767956,67.787293,20.610304,11.403869,9.997497,17.2498,6.44998,6.243043,16.467754,9.999621,10.502895,9.96664,2.226759,1.916442,18.415265,12.621363,9.051317,20.046537,1.992048,2.504483,P5,10
73.290503,80.318436,68.916201,85.527933,98.77933,92.812849,84.75419,97.622905,75.544693,52.558659,61.039106,79.882682,69.740223,76.240223,70.449721,70.678771,75.304469,70.899441,20.349995,6.882432,3.191069,18.014521,10.176867,9.506901,17.134562,9.547601,9.098896,10.165154,5.315586,9.103544,16.286784,6.549199,3.087457,17.831619,6.134392,8.200419,P5,11
72.896861,79.246637,69.650224,81.044843,91.697309,100.665919,78.923767,89.94843,67.639013,57.439462,67.349776,79.399103,68.773543,74.941704,72.058296,73.724215,81.35426,68.338565,20.51726,7.269765,3.067051,17.40104,6.612961,5.588108,16.29984,5.650075,4.957868,10.28145,3.465213,3.892893,16.578805,6.219902,3.159612,19.496641,2.454075,4.970288,P5,12
63.088305,81.520286,68.434368,74.422434,98.200477,96.863962,73.911695,97.646778,74.190931,52.883055,67.937947,79.429594,59.942721,78.75179,69.844869,62.159905,81.109785,67.983294,2.43666,3.836322,3.519107,3.131269,3.939022,4.052533,2.030632,2.687247,3.89502,1.930332,3.000552,1.841366,2.638355,4.010781,3.344542,0.914333,1.86984,2.748349,P5,13
73.951362,82.544747,67.105058,77.447471,87.673152,99.922179,76.922179,85.437743,68.72179,60.153697,70.955253,78.986381,69.706226,78.558366,69.167315,77.599222,85.377432,67.350195,20.722541,0.671068,0.306629,17.801712,0.60653,0.308401,15.720621,0.884923,0.715607,10.241715,1.637338,0.115902,17.039474,1.113019,1.166666,19.439692,1.128666,0.485119,P5,14
74.297826,79.976087,69.778261,90.995652,105.156522,88.834783,88.582609,103.017391,79.052174,56.847826,68.3,79,68.554348,74.95,71.136957,80.717391,89.991304,67.95,20.428997,2.30912,0.435847,16.909606,0.375124,0.404978,16.179688,0.301665,0.413752,9.669242,2.204048,0,16.102366,0.97116,0.847466,19.788076,0.427239,0.246056,P5,15
87.531328,101.566416,80.320802,91.070175,106.962406,83.60401,91.230576,106.56391,86.426065,67.223058,79.030075,58.997494,80.528822,95.586466,83.363409,89.280702,102.954887,83.947368,20.597914,0.588081,0.594329,18.449962,0.348416,0.528472,16.736255,0.617458,0.620391,8.574186,0.298866,0.05,14.434314,1.009686,0.947634,19.269658,0.270468,0.406386,P5,16
60.984085,78.408488,68.013263,66.461538,86.923077,100.082228,66.925729,88.541114,71.217507,54.917772,72.037135,79.220159,60.06366,77.618037,68.846154,66.503979,87.371353,67.62069,3.207214,5.808868,6.52661,3.624882,6.233896,5.702261,9.409618,12.489743,12.901398,1.436961,1.344485,2.212052,4.34594,7.89537,7.646201,1.485781,2.847126,3.615748,P6,1
57.612048,73.657831,69.527711,65.715663,85.893976,101.031325,64.881928,85.718072,68.26747,54.13253,69.648193,79.775904,56.689157,73.395181,70.756627,65.260241,85.583133,67.612048,6.28606,11.285497,12.042438,7.427148,13.700702,13.268006,7.385955,12.521597,14.799814,5.230981,7.18778,11.550221,6.997229,12.051615,12.899465,2.821558,5.458029,14.594316,P6,2
54.722826,69.880435,65.717391,65.236413,85.5,104.01087,63.600543,84.043478,65.543478,52.701087,67.26087,81.605978,53.850543,69.0625,67.36413,63.894022,83.55163,67.605978,12.858947,23.495417,22.420791,12.869161,24.258907,23.784012,12.065523,20.871065,23.569353,6.703568,10.323169,18.139546,14.057025,23.599325,23.030887,4.303963,7.737019,20.545275,P6,3
65.459283,84.86645,70.058632,66.791531,87.198697,102.602606,118.723127,163.114007,155.631922,56.615635,72.76873,80.166124,63.061889,81.947883,71.234528,69.807818,91.967427,70.371336,1.381876,1.890767,1.312611,1.959407,2.624663,2.150311,2.113602,5.528431,6.340349,1.346542,1.925806,1.750317,2.511099,4.574097,2.496326,1.818885,2.329302,1.441213,P6,4
65.540698,85.738372,66.976744,64.790698,84.819767,98.770349,117.796512,160.587209,151.872093,48.005814,60.866279,74.781977,64.465116,84.281977,68.738372,62.090116,81.215116,69.406977,1.774685,2.596091,0.26311,1.854387,2.839109,0.998338,1.183407,4.177523,4.116887,8.119383,11.358053,3.917258,2.607894,4.167164,1.353778,4.363634,6.420371,2.026728,P6,5
64.604294,84.769939,67.251534,68.346626,89.745399,99.702454,119.435583,166.131902,156.343558,41.328221,50.960123,69.714724,64.96319,84.57362,68.104294,55.337423,71.291411,77.898773,2.159267,3.643527,0.499614,1.855047,2.490391,1.250936,0.896734,3.611216,4.369976,1.777398,3.422446,2.756181,1.623786,2.57628,1.898057,1.254297,1.869448,1.489904,P6,6
63.742604,82.997041,67.127219,65.109467,85.366864,99.10355,64.571006,85.245562,69.517751,54.568047,70.860947,75.331361,61.621302,79.83432,68.576923,67.801775,89.505917,68.556213,0.750949,1.14999,0.41256,1.053242,1.588148,0.756385,6.325209,7.588651,7.823949,2.54715,2.600901,2.642891,1.263421,1.625174,1.046974,0.806261,1.39153,1.016771,P6,4
61.888889,79.765766,69.981982,67.912913,89.348348,99.522523,68.741742,91.243243,70.693694,54.441441,69.672673,78.606607,59.462462,77.006006,71.582583,65.624625,86.546547,67.432432,4.048834,6.962303,9.210239,3.606998,5.936499,7.491152,6.47652,9.790799,11.389732,2.71693,3.714803,2.768042,4.21736,6.501094,9.246861,1.88568,3.05531,2.521815,P6,8
61.785047,80.034268,69.380062,68.604361,90.074766,99.479751,68.501558,90.700935,70.461059,55.897196,72.663551,78.498442,59.968847,77.165109,70.056075,66.595016,87.700935,67.722741,4.348584,7.64774,12.676373,3.026752,5.319747,10.650804,5.597688,8.083923,13.89791,1.313253,1.308567,2.021881,4.492877,7.442877,12.923088,1.725159,3.34482,2.85164,P6,1
60.752759,78.492274,70.730684,68.006623,89.028698,99.631347,66.84989,88.551876,69.220751,55.977925,72.092715,78.280353,59.216336,75.92936,71.264901,65.573951,86.331126,67.596026,4.083648,7.601444,8.573426,3.117628,5.396963,4.45072,3.328847,5.119765,6.085833,1.089564,1.129678,1.555021,4.645679,7.614866,8.320062,1.038734,1.707231,2.087,P6,1
61.080357,78.845982,69.861607,72.933036,95.747768,94.441964,70.401786,93.265625,73.330357,50.5625,65.613839,80.107143,59.368304,76.267857,70.716518,62.834821,82.100446,67.939732,3.269552,5.740748,2.571921,6.562541,9.588928,6.546279,5.832421,8.246941,6.462306,4.301746,5.648995,8.406372,3.480888,5.084961,2.552571,2.430175,4.081885,7.300222,P6,11
60.857143,78.002915,71.078717,70.495627,92.781341,99.233236,70.379009,93.326531,70.081633,48.399417,62.049563,78.609329,57.702624,74.498542,72.55102,63.233236,82.798834,68.282799,3.043897,4.495867,3.004794,1.422173,2.550139,2.477503,2.943951,3.908363,3.625193,4.063017,5.731138,1.837137,3.31252,4.840834,2.619092,2.049917,3.091001,2.322139,P6,13
63.963585,83.05042,67,63.865546,83.072829,98.985994,62.369748,82.313725,68.97479,56.605042,74,78.94958,62.80112,81.238095,68.504202,67.058824,88.254902,67.557423,0.707159,0.21881,0,0.466065,0.259856,0.117514,0.542825,0.526238,0.804005,0.50574,0,0.21881,0.887005,0.636785,1.116773,0.235294,0.460799,0.51876,P6,14
61.439153,78.865079,69.753968,79.119048,104.952381,89.439153,76.309524,102.058201,78.875661,55.981481,72.706349,79,59.756614,77.124339,70.468254,71.007937,94.145503,69.965608,0.527299,0.341639,0.430697,1.325017,0.212959,0.496284,0.526508,0.359009,0.668957,0.998505,0.920669,0,0.825532,0.480179,1.008061,0.088733,0.352607,0.182233,P6,15
77.782383,102.233161,81.025907,79.987047,106.26943,85.875648,78.84715,104.23057,85.227979,64.92487,79.181347,64.909326,72.044041,95.818653,82.103627,77.725389,103,83.305699,1.417617,0.422844,0.158857,0.196704,0.443664,0.329983,0.366971,0.525217,0.771812,0.2636,0.574289,0.287144,0.899412,0.739881,0.513686,0.446318,0,0.460703,P6,16
62.547847,81.033493,67.679426,66.849282,87.42823,100.031101,65.409091,87.12201,68.550239,55.966507,72.779904,78.746411,62.021531,81.009569,68.100478,65.210526,85.84689,67.519139,2.619189,4.767697,4.926504,3.835588,6.28554,4.679333,3.232996,5.371103,5.529703,0.826492,0.975478,2.099852,2.678466,4.775326,4.689339,1.384703,2.111826,2.781667,P7,1
58.305483,75.086162,69.955614,67.610966,88.394256,100.845953,66.336815,88.496084,67.879896,53.420366,68.454308,79.712794,58.05483,74.650131,68.18799,64.253264,84.295039,67.313316,5.609405,9.582152,10.69348,7.679452,14.10937,14.564694,8.21537,14.581879,16.731677,4.423212,6.509072,10.188101,5.703704,10.156108,12.370105,2.151224,4.320593,14.204806,P7,2
56.645892,72.597734,68.203966,67.589235,88.320113,102.566572,66.252125,88.526912,66.898017,49.957507,64.016997,79.866856,55.784703,72.17847,68.184136,62.541076,82.152975,68.379603,8.841176,15.309913,16.933574,11.039645,19.886707,19.395006,10.648992,19.958029,23.852256,6.621358,11.18248,17.409641,9.889995,17.397515,17.102178,3.612872,6.921605,19.502969,P7,3
73.111801,79.456522,68.024845,76.726708,84.900621,98.900621,74.07764,85.363354,68.767081,59.195652,70.354037,78.944099,72.052795,79.298137,69.192547,76.950311,88.413043,67.512422,18.039292,0.815021,0.522183,16.946202,2.176112,0.475551,16.513599,2.483791,0.980447,7.657391,2.227468,0.347992,16.9343,1.80181,1.17434,19.527271,1.042669,0.564064,P7,7
74.875269,84.049462,67.111828,75.664516,85.464516,99.219355,75.823656,85.660215,68.862366,54.189247,62.845161,75.070968,73.8,83.03871,68.333333,72.926882,79.35914,72.131183,18.407734,2.624886,0.440393,17.504879,2.561781,0.994205,17.105714,2.275779,1.000206,12.60665,12.555156,2.713827,16.903547,2.850883,0.876618,20.626401,7.929667,4.886012,P7,5
74.805226,86.083135,67.384798,75.463183,86.503563,99.137767,76.194774,83.187648,69.584323,44.63658,51.819477,71.206651,74.950119,87.719715,68.88361,68.755344,70.372922,80.182898,19.152224,1.92748,0.631069,16.945398,2.102619,1.020001,16.054097,2.540024,1.422801,7.07936,3.63288,1.999419,16.201665,1.817653,1.78759,20.327006,1.309976,1.797938,P7,6
73.437008,80.69685,67.405512,74.702756,83.683071,98.805118,74.194882,83.972441,69.125984,58.616142,68.694882,73.391732,72.34252,80.586614,69.035433,77.669291,87.885827,69.28937,19.656248,1.066043,0.664725,17.825716,1.429425,1.168574,17.024861,1.672858,1.218248,9.415616,3.499074,3.256443,17.23885,1.362597,1.2113,20.096737,1.163231,1.349003,P7,7
72.008287,78,69.911602,80.513812,91.480663,99.375691,77.870166,89.546961,70.502762,59.475138,69.494475,78.972376,70.276243,77.157459,70.638122,77.983425,88.353591,67.90884,19.257414,4.287976,6.701853,17.391052,4.175158,4.536198,16.771696,8.312558,10.005592,10.416503,2.99285,1.205104,16.418254,4.407435,7.362289,19.965571,1.719839,1.423939,P7,10
72.57754,78.745989,69.008021,80.470588,91.588235,98.176471,77.820856,89.09893,70.828877,60.537433,70.965241,78.40107,70.441176,76.986631,70.729947,76.740642,86.18984,67.529412,19.233664,5.000767,8.628546,17.838489,4.92581,8.251131,16.551734,3.273349,8.450714,10.349117,1.874789,1.561433,16.486926,5.338022,9.583816,19.914244,1.722392,1.454457,P7,10
71.557971,77.78744,70.490338,79.454106,88.995169,99.437198,76.97343,89.183575,70.763285,59.855072,69.642512,78.487923,70.673913,77.942029,71.18599,75.243961,85.181159,67.478261,20.167182,7.796211,7.566367,17.520769,4.769567,2.781872,17.78418,14.884746,16.464924,10.434209,2.257083,0.959871,17.745312,7.318267,7.870123,20.303397,1.258222,1.457369,P7,10
72.349594,79.329268,69.085366,84.835366,97.703252,94.063008,82.668699,95.819106,75.75,54.916667,63.813008,79.573171,71.331301,78.654472,69.949187,74.195122,81.993902,67.96748,19.835291,3.469571,1.60564,18.197073,7.204712,6.825205,16.825926,9.232641,10.677863,11.033355,5.189263,6.106502,16.740426,4.903388,1.593769,20.074418,3.011152,5.226084,P7,11
72.315985,79.434944,70.583643,80.702602,91.728625,99.434944,80.70632,93.022305,69.420074,54.535316,63.657993,78.64684,70.862454,77.784387,71.32342,73.27881,81.115242,68.907063,20.001686,5.439806,2.534057,17.081938,2.607674,2.35676,16.54169,2.812523,2.572034,10.706791,5.307123,1.556196,16.29148,5.832066,2.398003,20.165126,3.210941,2.210718,P7,12
62.582734,80.874101,68.544365,74.5,98.046763,96.394484,72.478417,96.36211,73.045564,47.563549,62.342926,79.858513,60.796163,78.764988,70.059952,62.841727,82.176259,67.772182,2.888992,5.076133,3.52362,2.754221,3.654631,4.06087,1.79331,2.4007,4.031094,1.476893,2.698237,2.673097,2.982231,4.2649,3.08959,0.898378,1.851531,2.24215,P7,13
74.929348,83.910326,67.032609,75.144022,84.839674,99.048913,76,85.089674,68.80163,61.399457,71.627717,79,73.383152,83.233696,68.350543,76.959239,86.953804,67.214674,20.214217,2.154394,0.17761,17.210128,0.41553,0.215686,15.955611,0.397139,0.997986,10.082308,1.03472,0,16.49415,0.783495,0.95522,20.106131,0.37668,0.410596,P7,14
73.702381,79.1875,70.979167,90.02381,105.02381,88,87.982143,102.967262,80.342262,60.729167,71.872024,78.925595,70.092262,75.821429,72.306548,80.02381,92.005952,68.380952,20.679113,1.54995,0.142826,18.30738,0.152455,0,17.328745,0.301977,0.640033,10.438646,1.166875,0.262428,17.514462,0.701371,0.868472,19.30302,0.076922,0.485621,P7,15
88.265568,102.148352,81.67033,90.782051,105.989011,83.021978,90.117216,103.996337,85.990842,67.494505,79.137363,59.289377,82.415751,96.910256,87.56044,89.283883,102.978022,83,21.218663,2.655074,0.518273,18.738369,0.347503,0.146612,16.794301,0.423643,0.787906,8.413586,0.627072,1.227194,15.037232,0.808157,0.930266,19.644132,0.146612,0,P7,16
63.619537,82.498715,66.979434,65.827764,86.640103,100.092545,65.92545,88.956298,71.151671,59.200514,74.701799,77.138817,61.681234,80.457584,67.948586,65.390745,85.164524,67.395887,3.099752,5.974937,6.29723,4.017142,6.762519,5.076451,10.549777,22.258141,24.766262,1.592366,1.46195,2.454995,3.501918,5.720695,5.057757,1.7003,2.394011,2.96814,P8,1
60.242857,77.462857,68.025714,67.34,88.848571,101.162857,65.011429,86.36,67.142857,58.111429,73.951429,78.674286,58.314286,76.234286,68.971429,63.58,83.065714,67.345714,5.592433,9.837976,10.219137,7.643959,12.906363,12.677057,6.079933,10.089689,12.59851,3.944854,5.488214,10.340333,6.110279,9.435009,9.554612,2.650747,3.337873,13.535474,P8,2
57.914286,73.790476,66.204762,66.183333,87.092857,103.407143,65.738095,88.2,65.77619,56.502381,72,80.221429,54.697619,71.602381,66.728571,62.416667,81.316667,67.75,10.201647,17.621251,17.0473,13.945035,19.441939,20.636963,8.938306,17.691752,20.387844,5.233363,7.706831,13.544671,10.666882,17.131883,16.860284,5.634943,5.82623,16.920314,P8,3
63.547059,82.458824,67.067647,64.205882,84.226471,98.888235,62.761765,83.473529,68.917647,57.544118,73.676471,78.432353,62.255882,81.120588,68.767647,64.620588,84.111765,67.623529,1.029345,1.387363,0.294279,1.593727,2.387197,0.850178,1.285328,2.065659,1.118947,1.682381,0.72439,0.957085,1.423271,1.870873,1.069145,1.428755,2.063516,1.162922,P8,7
65.785942,85.824281,66.990415,65.86901,86.731629,99.284345,64.063898,85.105431,68.913738,49.686901,62.364217,74.964856,64.127796,84.29393,68.821086,58.233227,75.447284,73.968051,1.615281,2.547526,0.282454,2.585057,3.964482,1.787151,2.100298,3.279095,1.791595,10.925147,14.940615,4.13379,2.221654,3.403136,1.124773,5.650066,7.814417,4.448384,P8,5
63.932039,84.142395,67.291262,67.171521,87.608414,99.459547,62.152104,81.543689,69.440129,40.239482,49.469256,71.618123,66.572816,86.728155,69.453074,53.906149,68.983819,82.644013,1.551253,2.542668,0.76278,1.185005,1.970345,1.278075,1.672015,2.736934,1.49448,3.254212,6.455463,3.824186,1.20357,1.856646,1.852637,1.75735,2.890067,2.361258,P8,6
64.646497,84.372611,67.152866,65.426752,85.671975,99.312102,63.082803,83.926752,68.436306,56.343949,73.270701,72.05414,63.863057,83.414013,68.085987,65.39172,84.617834,68.273885,1.266623,1.563318,0.907615,1.287885,1.874411,1.283673,1.596021,2.607751,1.07849,2.574281,1.608091,2.501006,1.127411,1.452187,0.942078,1.444095,1.764963,1.071409,P8,7
62.659824,80.815249,69.387097,68.337243,89.768328,99.809384,67.243402,88.967742,69.674487,60.504399,77.11437,75.897361,60.302053,79.178886,69.721408,66.416422,86.86217,67.568915,3.54549,6.266646,8.241392,3.393204,5.556085,5.726568,4.098064,6.651493,8.647694,1.87845,2.174593,2.648193,3.796853,5.875564,9.467111,1.574045,2.712263,2.989537,P8,1
63.385013,81.70801,69.534884,69.124031,90.710594,100.007752,67.751938,89.400517,69.661499,59.956072,75.751938,76.677003,60.925065,79.81137,69.622739,65.627907,85.351421,67.612403,4.011493,7.096967,11.046797,3.262046,5.557681,9.44356,3.542356,6.108604,10.649533,1.531962,1.811666,2.29966,4.545159,7.200565,11.715283,1.523645,2.649268,3.344887,P8,1
62.418079,80.29661,68.909605,67.064972,87.737288,100.183616,66.799435,88.483051,69.983051,58.50565,74.641243,76.90678,60.19774,78.576271,69.497175,65.700565,83.875706,67.675141,4.842177,9.114131,8.610713,3.998413,7.525206,5.185013,4.593277,10.798671,11.586557,1.689523,1.456951,2.266137,6.364662,10.444424,7.878042,1.289089,2.299921,2.714078,P8,1
61.7,79.048649,71.581081,73.843243,96.927027,95.921622,73.427027,99.267568,81.448649,55.248649,71.502703,78.967568,59.021622,76.762162,72.42973,61.491892,79.540541,68.745946,3.578351,6.118453,4.860227,6.272399,9.517414,5.658461,14.179022,30.711848,35.605858,2.6687,3.787782,7.944675,5.032819,7.143523,4.644285,2.890093,4.022871,8.303389,P8,11
62.713816,80.707237,69.736842,69.476974,91.151316,100.358553,67.6875,89.453947,68.240132,57.253289,72.865132,77.480263,59.950658,78.052632,71.115132,63.875,82.440789,68.230263,4.006615,6.397199,2.499307,2.938984,5.124451,4.4374,3.672136,6.179698,4.075549,4.388043,4.95754,2.921045,5.178479,7.396469,2.148263,2.921816,4.477625,2.609372,P8,13
64.630769,84.012308,66.966154,64.541538,84.098462,99.021538,63.203077,83.310769,69.08,60.892308,75.067692,77.941538,64.267692,82.956923,68.024615,67.107692,86.735385,67.172308,0.488931,0.207185,0.180833,0.724705,0.308092,0.145171,0.438869,0.553624,0.470417,0.419636,0.577823,0.554393,0.876551,0.500452,0.399242,0.645054,0.563623,0.377648,P8,14
60.766854,77.985955,72.168539,79.11236,104.157303,90.716292,75.275281,99,79.033708,60.272472,77.775281,75.83427,57.589888,75.014045,72.994382,68.019663,90.766854,67.977528,0.729878,0.117676,0.374345,0.315808,0.364087,0.450797,0.563453,0.198307,0.195422,0.498791,0.83804,1.606886,0.817855,0.494151,1.236147,0.157779,0.422834,0.166087,P8,15
77.854962,102.290076,82.167939,80.216285,106.157761,87.005089,76.277354,100.882952,83.058524,63.363868,78.992366,55,76.020356,100.493639,83.256997,77.936387,102.59542,83.025445,0.678144,0.453797,0.531252,0.417845,0.37822,0.071156,0.496216,0.365899,0.274691,0.776511,0.087036,0,0.896469,0.978437,0.64014,0.273558,0.490811,0.157473,P8,16
62.139908,80.62844,67.68578,66.266055,87.240826,100.12156,67.722477,91.073395,71.646789,69.669725,91.626147,99.655963,60.681193,79.399083,68.309633,65.477064,85.165138,67.399083,3.418939,6.236877,6.35277,3.851348,6.7225,6.855079,7.618095,17.5832,19.877354,1.096743,1.608508,2.525282,3.591748,6.14514,6.803466,1.555377,2.489478,2.879284,P9,1
