@relation EXAMPLE1

@attribute M_LC_Z numeric
@attribute M_LC_Y numeric
@attribute M_LC_X numeric
@attribute M_LT_Z numeric
@attribute M_LT_Y numeric
@attribute M_LT_X numeric
@attribute M_RT_Z numeric
@attribute M_RT_Y numeric
@attribute M_RT_X numeric
@attribute M_C_Z numeric
@attribute M_C_Y numeric
@attribute M_C_X numeric
@attribute M_RC_Z numeric
@attribute M_RC_Y numeric
@attribute M_RC_X numeric
@attribute M_S_Z numeric
@attribute M_S_Y numeric
@attribute M_S_X numeric
@attribute SD_LC_Z numeric
@attribute SD_LC_Y numeric
@attribute SD_LC_X numeric
@attribute SD_LT_Z numeric
@attribute SD_LT_Y numeric
@attribute SD_LT_X numeric
@attribute SD_RT_Z numeric
@attribute SD_RT_Y numeric
@attribute SD_RT_X numeric
@attribute SD_C_Z numeric
@attribute SD_C_Y numeric
@attribute SD_C_X numeric
@attribute SD_RC_Z numeric
@attribute SD_RC_Y numeric
@attribute SD_RC_X numeric
@attribute SD_S_Z numeric
@attribute SD_S_Y numeric
@attribute SD_S_X numeric
@attribute PERSON {P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13}
@attribute LABLE {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@data
58.795045,75.576577,71.195946,66.693694,87.740991,99.716216,67.495496,90.067568,69.155405,68.583333,90.164414,100.058559,55.637387,72.105856,70.896396,64.768018,83.70045,67.581081,6.923057,12.191083,14.179826,6.185631,11.052823,16.098951,7.263538,15.093252,21.665572,3.680946,6.530765,14.686091,7.445087,12.037294,14.510421,2.759548,4.676267,15.320016,P9,2
57.463592,73.524272,71.822816,66.281553,87.342233,101.322816,66.553398,88.381068,66.121359,67.81068,89.026699,100.895631,53.633495,69.541262,69.677184,63.968447,82.970874,67.68932,8.803195,15.691099,19.029108,9.112743,17.281278,19.728132,8.35351,13.82108,20.897922,4.145776,7.538366,19.068636,11.87676,18.742396,17.919593,3.745739,7.17257,18.798641,P9,3
62.167038,80.378619,67.85078,65.837416,86.485523,99.231626,63.503341,84.233853,68.376392,66.345212,87.120267,100.18931,60.113586,77.76392,69.723831,65.33853,85.621381,67.387528,1.538281,1.770606,0.645357,2.119551,2.917635,0.550179,2.5616,3.50769,1.108169,1.581837,2.280695,0.963601,2.316402,3.201814,1.904019,1.387619,1.678924,0.674991,P9,4
64.308046,84.266667,66.954023,65.671264,86.158621,99.285057,63.342529,84.195402,68.156322,61.62069,80.76092,94.818391,62.241379,80.910345,68.666667,60.105747,78.114943,73.110345,2.045866,3.387287,0.398504,2.39059,3.590554,0.95731,1.402759,1.890321,1.04757,9.22944,12.401625,2.552733,1.835571,2.64597,1.177047,5.478723,7.687915,5.821621,P9,5
63.386047,83.274419,67.544186,69.993023,91.604651,99.234884,62.34186,82.218605,69.318605,55.623256,72.395349,89.127907,63.472093,82.302326,68.762791,55.048837,70.469767,80.444186,1.723919,2.627944,0.775587,1.765943,2.979305,1.109449,2.215562,3.429506,1.518377,2.046533,3.118136,2.221442,1.396978,2.422135,1.633803,1.645271,2.382644,1.748195,P9,6
62.336471,81.348235,67.562353,66.552941,86.851765,99.491765,62.444706,82.898824,68.597647,65.418824,85.771765,92.88,61.016471,79.623529,68.969412,62.903529,80.771765,71.496471,1.866664,2.748459,1.184803,1.522427,2.500664,2.323396,1.502117,2.663324,1.82544,1.650276,2.688915,3.547619,1.963721,2.521328,1.579726,4.038941,4.845097,2.437088,P9,7
73.379902,79.89951,69.441176,79.828431,90.583333,99.210784,79.958333,92.041667,71.926471,75.830882,89.607843,100.002451,70.139706,76.267157,70.546569,75.176471,83.727941,67.705882,21.628555,8.668299,13.021343,17.348503,6.015333,12.174776,17.231006,16.88748,21.80685,9.587744,2.23127,2.535531,17.596585,7.596742,14.486565,19.555683,3.928529,3.449462,P9,9
73.293427,79.535211,69.464789,80.450704,91.483568,99.558685,79.715962,91.004695,71.532864,76.673709,91.046948,100.070423,70.612676,76.960094,70.438967,76.166667,84.35446,67.793427,21.617043,8.029577,13.643686,17.545612,5.213828,12.361252,16.556677,15.749207,20.826358,9.559997,1.551208,2.559108,17.342659,7.49872,13.415438,19.453639,2.880025,2.759457,P9,9
72.884977,78.561033,71.673709,80.279343,90.352113,99.849765,77.816901,87.896714,69.197183,77.150235,91.197183,99.21831,69.025822,74.474178,72.690141,76.960094,85.244131,67.732394,21.247224,7.046611,9.750123,17.568094,5.302843,6.238301,16.875804,5.763218,6.05713,10.241266,1.839471,2.191906,17.894101,10.839657,8.736774,20.642515,1.956457,2.357434,P9,10
71.002451,76.669118,71.360294,83.742647,96.252451,95.306373,79.703431,90.245098,73.767157,70.463235,82.27451,99.867647,69.026961,74.637255,72.161765,72.936275,79.156863,69.215686,20.772991,5.934349,4.166285,18.28867,7.607884,5.12173,16.728301,4.901353,5.840377,10.364372,5.526065,6.103449,16.750966,4.783631,3.994274,20.052403,3.393318,5.23399,P9,11
71.114846,75.955182,72.462185,83.871148,95.840336,99.434174,81.72549,94.117647,70.478992,70.955182,82.72549,99.596639,68.610644,73.201681,73.355742,73.32493,80.145658,68.596639,20.906909,5.607439,4.113495,17.164558,2.902669,3.473672,16.217456,3.607904,3.683217,10.041271,4.70148,1.202141,16.559787,4.717652,3.874726,19.898644,2.135747,2.098363,P9,12
61.991176,79.920588,69.129412,74.141176,97.447059,97.391176,71.167647,94.338235,71.744118,64.355882,83.926471,100.594118,60.317647,78.329412,70.132353,62.788235,80.844118,68.223529,2.62509,4.022311,4.825882,2.333404,3.065005,4.346389,1.189963,2.122778,4.525333,1.704612,2.845617,3.964544,2.795845,3.751512,4.697635,1.462022,3.026714,3.189602,P9,13
75.428941,83.152455,67.036176,75.950904,84.302326,99.062016,75.48062,84.064599,69.444444,78.617571,92.087855,99.139535,71.878553,79.852713,69.033592,77.529716,87.183463,67.25323,20.608244,2.11553,0.186727,17.376368,0.464858,0.241184,16.541437,0.43546,0.692439,10.295806,0.283084,0.346504,16.318004,0.881338,1.212087,21.001071,0.387045,0.434862,P9,14
78.609442,83,67.903433,89.450644,105.804721,87.948498,89.555794,103.523605,81.328326,76.203863,91.83691,99.212446,73.695279,81.809013,68.811159,79.257511,90.120172,67.982833,20.968959,0,0.295367,16.993268,0.479694,0.22102,17.758698,0.567806,0.724741,8.486247,0.369448,0.409039,15.987168,0.864168,1.266422,18.999384,0.401901,0.15955,P9,15
89.503513,102.093677,81.065574,91.587822,106.400468,85.320843,89.391101,103.220141,83.674473,81.419204,100.323185,77.215457,85.833724,99.051522,83.283372,88.344262,101.985949,82.412178,15.708166,0.291379,0.247536,13.483571,0.489993,0.471791,17.017396,0.49187,0.683961,9.053052,0.467693,0.433325,18.019323,1.054561,0.787359,22.679231,0.180525,0.492227,P9,16
62.257081,80.671024,67.688453,66.675381,87.252723,100.453159,66.527233,88.83878,68.379085,69.877996,91.309368,99.699346,60.335512,79.084967,69.139434,66.03268,85.747277,67.712418,3.826767,6.721883,7.209962,4.491733,7.827203,6.149152,4.22164,7.16261,6.861537,1.203814,1.728947,2.672587,4.076697,6.820718,6.415374,1.900871,3.302037,3.158155,P10,1
55.835443,71.582278,67.670886,66.182278,86.650633,100.967089,67.03038,89.665823,68.802532,67.465823,88.311392,100.536709,56.2,73.587342,71.855696,63.620253,82.602532,67.789873,9.367099,16.498874,16.452557,10.255085,19.856943,18.963828,10.151216,21.178679,21.97574,6.105048,10.626537,18.290637,8.132323,13.72697,17.049799,2.858272,4.958204,18.656628,P10,2
53.634744,68.581292,66.427617,66.378619,87.080178,103.360802,65.44098,87.287305,66.641425,67.690423,88.674833,101.32294,54.300668,70.35412,68.42539,62.211581,81.478842,68.320713,11.451466,20.755834,19.654357,11.875339,22.242894,21.497892,10.373287,19.922676,21.238453,6.875276,12.109792,19.290429,10.967497,19.240287,19.03155,3.219131,5.607434,18.789647,P10,3
61.133333,79.373913,67.828986,65.408696,85.82029,99.385507,63.898551,84.892754,68.457971,67.950725,89.072464,100.313044,62.043478,80.495652,68.101449,65.843478,86.449275,67.365217,1.448504,2.187425,0.707947,1.7737,2.676174,0.890737,1.812556,2.866615,0.854045,1.030214,1.437781,1.294572,1.192182,1.90213,0.909609,1.065327,1.581929,0.897634,P10,4
68.574866,82.237968,67.393048,70.454545,86.034759,99.302139,70.631016,86.377005,69.264706,63.791444,78.909091,94.414439,67.612299,82.136364,68.593583,64.983957,76.842246,72.163102,15.167638,3.437689,1.053669,13.046475,4.259167,1.965517,12.75259,3.772204,1.873538,12.501094,14.23475,3.465167,12.710556,3.730939,1.360466,15.990798,7.787226,3.388819,P10,5
74.7713,85.585202,67.957399,75.125561,87.024664,98.652466,78.668161,86.713004,73.002242,62.069507,71.23991,91.278027,73.952915,84.275785,69.282511,67.807175,70.186099,79.134529,21.120553,2.70536,0.913514,17.715044,2.490668,1.565557,17.309818,7.331556,6.908271,9.843261,2.806674,2.045187,16.923596,2.564451,1.87765,21.197206,1.966966,1.464014,P10,6
72.735023,79.308756,67.746544,75.907834,85.048387,99.260369,74.509217,83.110599,68.960829,75.882488,89.023041,95.794931,72.960829,81.345622,68.562212,76.239631,85.235023,68.963134,20.390459,4.141124,0.88004,17.547717,1.634862,1.225289,16.466868,2.168422,1.599492,9.956473,2.475581,2.190653,16.893836,1.499736,1.823313,20.78212,1.815212,1.553508,P10,7
72.261176,77.705882,69.724706,79.788235,89.842353,99.88,80.032941,91.971765,71.745882,77.183529,91.310588,99.397647,70.88,77.621176,71.054118,75.868235,84.983529,67.468235,20.399424,8.972407,14.15085,17.163912,6.356921,11.020289,17.772255,11.933508,14.61591,9.969328,2.228691,2.394994,17.177748,8.71537,12.917271,20.278799,3.279485,2.670017,P10,9
72.4,78.387654,68.567901,80.187654,90.795062,99.609877,79.177778,90.044444,69.604938,77.069136,91.283951,99.439506,69.725926,76.580247,70.397531,77.274074,86.523457,67.575309,20.780523,9.448514,17.071338,17.148713,6.97367,13.608853,16.419892,6.905571,14.392624,9.648906,1.911851,3.455455,17.527867,8.602417,15.598274,20.157441,4.565309,4.076719,P10,9
71.383298,76.610278,69.248394,77.753747,86.899358,99.704497,78.192719,88.740899,69.5803,77.036403,90.775161,99.599572,69.364026,75.33833,71.708779,75.126338,83.14561,67.539615,21.024427,10.653092,9.756696,18.009198,6.917109,4.569056,16.704553,5.018093,4.048353,10.252318,1.579711,1.882024,17.845405,7.574971,7.109482,20.410957,1.500962,1.89557,P10,10
72.676393,78.278515,70.291777,85.238727,97.570292,94.859416,83.251989,96.185676,76.527851,71.490716,83.427056,100.323607,70.397878,76.427056,72.27321,72.002653,78.082228,69.366048,20.704855,6.12811,4.771129,18.105681,9.66335,7.097941,17.859982,10.141571,10.720955,10.563716,5.304581,8.966563,16.774074,6.574657,5.299732,20.445891,5.349447,7.815764,P10,11
71.006726,76.56278,70.356502,79.029148,89.40583,100.863229,79.93722,91.486547,68.230942,73.251121,85.93722,100.230942,70.002242,76.150224,71.76009,73.580717,80.058296,68.497758,20.068436,5.357142,2.719435,17.089492,5.191305,3.296505,16.375104,6.095175,4.012652,10.878649,5.452658,2.422435,17.255206,6.869856,2.490939,20.093537,2.374417,2.28148,P10,12
63.100952,81.820952,68.133333,74.390476,97.891429,96.430476,71.219048,95.238095,72.48,62.990476,81.910476,100.687619,61.449524,80.272381,69.247619,61.99619,80.689524,68.057143,2.650301,5.007645,5.171841,2.634913,3.829413,5.763053,1.473454,2.534801,5.28989,1.474192,2.876106,3.991603,2.745702,3.992863,5.059608,1.278386,2.696167,3.703354,P10,13
73.325679,80.304802,67.319415,76.167015,86.083507,99.365344,75.701461,85.223382,68.254697,77.974948,92.079332,99.181628,72.874739,81.501044,68.250522,76.609603,85.668058,67.167015,20.136237,0.473734,0.46625,17.053192,0.394798,0.481527,16.480539,0.666994,0.679136,9.796435,0.326253,0.406621,16.744082,0.927147,0.750695,20.965126,0.505133,0.372989,P10,14
72.873905,77.674256,71.005254,90.798599,104.926445,90.117338,86.294221,100.873905,78.204904,79.441331,94.618214,98.217163,68.182137,73.663748,72.935201,82.597198,94.010508,69.865149,20.194367,1.666299,0.072293,17.197515,0.274135,0.357894,16.530213,0.921547,0.467932,9.736348,0.613295,0.534406,16.640689,1.113081,0.971217,20.48678,0.177238,0.346654,P10,15
89.431034,102.174569,82.168103,91.273707,105.75431,85.959052,88.689655,102.05819,84.590517,82.49569,101.219828,79.107759,84.107759,98.286638,83.415948,88.653017,102.801724,83.295259,18.1615,1.691039,0.432734,14.287401,0.557069,0.218843,11.944133,0.424033,0.685751,6.428652,0.55238,0.609925,19.436158,0.654687,0.901055,21.391725,0.463678,0.474681,P10,16
63.479167,82.309524,67.047619,67.053571,88.03869,100.285714,64.065476,88.020833,69.241071,57.619048,73.78869,78.33631,60.386905,78.669643,68.791667,66.458333,85.860119,67.467262,4.822398,8.3509,9.061503,4.438413,7.720277,7.653697,4.649808,8.324672,7.913873,1.857448,1.164961,3.052613,5.157548,8.985824,8.867312,2.127916,3.113156,3.589684,P11,1
59.510145,76.214493,70.492754,68.22029,90.101449,101.368116,66.066667,90.689855,68.417391,55.017391,70.426087,80.376812,55.846377,72.205797,73.243478,63.423188,82.66087,67.811594,7.480644,14.019875,19.068316,6.756909,14.122389,19.438513,8.382775,17.132037,23.285867,6.786153,10.879094,19.279261,8.519519,14.785264,18.837947,2.945994,4.69206,21.851459,P11,2
58.39528,73.988201,70.873156,67.625369,88.713864,101.448378,64.979351,88.657817,65.613569,54.961652,70.345133,79.026549,55.480826,71.39528,73.20059,61.486726,80.159292,66.932153,9.780637,17.175302,20.860652,10.683627,18.68314,22.559776,8.624732,15.405273,22.176044,6.226905,9.730986,14.649369,10.610095,18.530612,22.24484,4.484878,8.584028,19.51079,P11,3
62.919598,81.851759,67.178392,66.824121,87.364322,99.4799,63.635678,86.987437,70.595477,56.022613,72.145729,79.065327,61.648241,79.811558,68.809045,66.753769,86.849246,67.731156,1.469478,2.163106,0.531269,2.540965,3.758466,0.742363,2.309133,3.484689,1.086546,2.254419,2.94145,2.449644,1.660019,2.413773,1.026639,1.744964,2.473454,1.337734,P11,4
66.109948,86.151832,67.013089,66.117801,86.636126,99.560209,62.774869,85.753927,68.740838,49.989529,63.104712,76.070681,65.052356,84.816754,68.382199,59.086387,76.897906,73.162304,2.023023,3.278996,0.454571,2.44505,3.750889,1.675286,1.995177,2.830679,1.788081,9.226351,12.982248,3.531123,2.708795,3.951,1.109454,5.565448,8.08868,5.109773,P11,5
67.994269,89.329513,67.426934,66.696275,86.928367,99.088825,61.404011,83.252149,69.051576,42.361032,52.911175,73.593123,67.421203,87.449857,69.114613,55.083095,71.148997,77.762178,1.377249,1.848957,0.68422,1.95494,2.872261,1.197235,2.384305,3.660292,2.131139,2.55961,3.69707,1.59891,1.893348,2.976687,1.233969,1.450808,2.131932,2.15533,P11,6
65.548851,85.770115,66.905172,65.887931,85.896552,99.54023,62.287356,84.79023,68.376437,53.844828,69.876437,74.341954,65.41092,85.126437,68.16092,63.761494,82.344828,69.037356,1.238939,1.804854,0.880619,1.262443,1.988672,1.333086,1.303471,2.062031,1.314909,3.255244,3.610205,2.456698,1.794178,2.655745,1.112867,1.384649,1.707506,1.350303,P11,7
62.202326,80.004651,69.762791,69.111628,90.64186,99.016279,65.688372,89.513953,69.497674,57.655814,73.881395,78.146512,58.62093,76.255814,71.539535,67.174419,88.362791,67.490698,4.64092,7.164186,7.057209,2.642515,4.172124,7.680372,3.540543,5.929315,8.622509,1.720641,1.344196,2.005672,6.059628,9.45391,9.042899,1.656501,2.968597,2.466267,P11,1
63.044226,80.800983,69.380835,70.022113,91.896806,98.550369,66.280098,89.909091,69.22113,58.250614,74.459459,78,59.518428,77.031941,70.538084,66.260442,87.110565,67.471744,4.727255,7.88724,12.031283,4.049085,6.175498,11.067663,3.31628,4.739306,11.587091,1.865527,1.452847,4.118634,5.874948,9.748002,12.11099,2.48652,3.425595,5.636714,P11,1
63.229167,80.010417,70.216146,66.942708,87.513021,99.929688,63.697917,86.205729,68.354167,56.666667,73.471354,78.244792,59.690104,76.848958,72.075521,65.197917,85.369792,67.635417,7.652245,7.835875,7.614928,4.947311,5.248992,3.920134,4.110124,4.202785,4.59728,2.047186,1.042939,1.413283,6.377884,7.782399,7.937387,4.263141,1.716563,1.929053,P11,10
73.89172,80.579618,68.767516,83.955414,96.414013,93.901274,81.299363,92.464968,76.359873,54.38535,63.394904,78.783439,71.691083,78.43949,69.449045,73.627389,79.898089,68.917197,21.119038,2.899873,1.627812,18.251898,6.897839,6.438326,16.618218,3.7383,6.920001,11.748204,7.836919,5.123716,16.319368,3.585778,1.342216,20.141016,4.66616,3.855613,P11,11
73.456747,79.612457,70.903114,80.394464,91.224913,100.602076,79.539792,90.349481,68.034602,58.051903,67.847751,78.33564,70.598616,76.778547,72.214533,74.273356,82.083045,68.785467,21.207307,6.763579,3.962317,17.648728,3.738133,3.424539,16.397294,4.44797,3.270744,11.43603,5.69444,2.260265,17.717256,7.637964,4.283508,21.085376,4.8264,2.34904,P11,12
75.665796,84.143603,67.208877,76.355091,85.133159,99.010444,75.462141,85.456919,68.798956,64.028721,73.814621,78.133159,72.454308,82.156658,68.389034,76.851175,87.994778,67.315927,20.414838,0.365274,0.406507,17.415946,0.422008,0.10166,16.58865,0.859654,0.797384,10.067486,1.219766,0.339747,16.587056,0.981022,0.984255,21.038229,0.216726,0.464884,P11,14
75.915068,82.446575,69.263014,90.408219,104.70137,89.049315,86.038356,99.389041,80.728767,61.558904,71.972603,78.936986,71.715068,79.334247,70.134247,81.139726,92.161644,68.663014,21.00035,0.497138,0.446449,18.246424,0.457657,0.251638,16.559686,0.642675,0.80775,9.463409,1.227232,0.242988,17.144061,0.887079,0.965745,20.598036,0.368124,0.516974,P11,15
77.390244,101.390244,83.718157,80.135501,106.252033,86.00271,75.672087,102.452575,84.821138,64.842818,79,55,75.173442,100.059621,84.157182,77.859079,102.95664,85.070461,1.233899,0.487805,0.449897,0.350087,0.43418,0.051987,0.49748,0.524262,0.855708,0.538198,0,0,0.977941,1.338089,1.050079,0.34794,0.203667,0.442241,P11,16
62.224691,79.992593,67.849383,66.377778,86.844444,100.145679,63.558025,86.471605,67.733333,56.446914,73.367901,78.864198,59.2,77.68642,67.822222,68.967901,87.540741,67.488889,4.032753,7.984086,8.507631,4.549644,7.732439,5.675245,4.283729,7.289249,5.254792,1.297775,1.082045,2.172517,4.386511,8.451631,8.317644,2.147972,2.939966,3.632909,P12,1
59.863415,76.641463,68.012195,67.812195,88.714634,100.985366,64.904878,88.219512,68.014634,54.965854,70.746341,80.207317,56.570732,73.936585,68.409756,65.85122,83.580488,67.436585,6.708631,12.140468,11.453292,9.00847,16.398365,11.93886,7.775397,13.497628,11.904079,4.312637,6.689566,11.022967,7.442208,13.362886,11.521471,2.726529,3.766296,13.046713,P12,2
58.320388,73.915049,69.910194,65.519417,85.650485,101.800971,66.165049,90.487864,67.470874,53.990291,69.177184,81.09466,54.07767,69.757282,69.720874,63.381068,81.004854,67.247573,7.971081,14.892986,19.942251,12.290067,21.194412,21.623414,12.015037,23.195713,27.26135,6.099491,9.69712,16.158747,10.139502,17.18727,18.2128,4.642347,7.972341,18.186383,P12,3
72.810726,78.861199,69.77918,76.750789,85.403785,98.987382,74.933754,86.003155,69.763407,59.438486,69.378549,79.280757,72.987382,80.697161,68.801262,75.832808,85.971609,67.309148,19.150792,2.890151,2.698605,17.500006,3.456953,1.398455,16.947833,3.59679,1.632918,10.297782,2.478026,1.017222,17.144216,3.096211,2.215859,21.102434,1.616891,1.09732,P12,4
74.768212,82.900662,67.63245,75.81457,85.63245,99.006623,77.082781,86.874172,69.649007,55.112583,63.311258,76.029801,74.89404,83.884106,68.427152,72.615894,79.543046,69.870861,20.319613,2.442057,1.204575,16.99178,3.777855,1.749159,16.697834,3.7209,1.568306,12.949491,12.312534,2.98824,16.329453,4.181694,0.93479,20.541304,6.931295,2.085875,P12,5
73.201133,83.320113,67.036827,76.152975,87.824363,99.351275,79.084986,88.90085,70.461756,46.713881,52.98017,72.430595,75.614731,87.002833,69.028329,67.359773,70.543909,78.252125,19.919151,2.286075,0.564586,17.026037,2.389253,1.477347,16.634161,2.887665,1.320715,10.386593,4.811124,1.522773,16.513674,2.507212,1.272633,21.370554,2.282815,1.204995,P12,6
73.45,79.768421,68.321053,74.357895,82.465789,98.1,74.444737,84.276316,69.884211,60.097368,70.471053,75.978947,74.121053,82.231579,68.644737,77.155263,87.963158,68.805263,20.849337,1.381857,1.089219,18.020553,1.306417,1.000263,17.178463,1.363033,0.955462,10.157108,2.25405,1.980053,17.361211,1.289248,1.170964,21.584463,0.972631,1.235004,P12,7
74.052941,80.138235,70.95,79.670588,89.670588,98.588235,78.294118,90.038235,69.638235,61.667647,71.514706,78.752941,70.673529,77.482353,70.852941,76.679412,86.45,67.329412,19.856178,4.858135,7.600726,17.270947,4.773427,5.759992,16.854969,4.368505,6.035313,10.098259,1.789616,1.942744,16.817774,5.034847,6.705715,20.829282,1.834434,1.827169,P12,10
73.845455,80.051515,71.10303,80.809091,91.4,99.027273,80.509091,93.263636,72.142424,61.445455,71.572727,78.484848,69.824242,76.566667,70.475758,76.221212,85.124242,67.481818,19.859439,5.530117,9.754952,17.228673,4.296299,7.356044,17.128434,13.261023,16.844593,9.965625,1.408583,1.94502,16.513338,5.577833,8.04124,20.375925,1.97093,1.63521,P12,10
71.255495,77.376374,68.543956,77.217033,86.947802,99.813187,76.656593,87.953297,70.521978,60.508242,70.456044,78.458791,68.164835,74.263736,67.678571,75.824176,84.78022,67.357143,19.920532,9.434482,9.524448,18.072949,7.957996,5.209168,17.925063,16.45258,17.432036,10.200056,2.258255,2.103361,19.519651,14.046497,9.711412,20.882241,2.174034,2.981431,P12,10
73.318653,80.414508,71.204663,84.365285,97.186529,96.07772,83.725389,96.409326,73.761658,57.031088,67.292746,80.085492,69.062176,75.893782,71.987047,72.707254,78.979275,69.07513,20.318309,5.180593,4.562414,18.281017,9.595521,7.851548,17.119732,9.599941,7.971788,10.468015,4.936887,10.106964,16.975638,7.419804,4.169633,20.640013,5.618676,8.90113,P12,11
72.930362,79.214485,70.64624,80.119777,90.423398,99.949861,79.206128,90.56546,68.660167,58.24234,68.019499,78.498607,70.311978,77.103064,70.866295,75.013928,82.793872,68.462396,19.968587,4.480376,2.892731,17.426315,3.774878,2.788305,16.976696,4.049214,2.686259,11.307295,5.517979,2.86354,16.722298,4.98387,2.120061,20.955779,5.0266,1.974237,P12,12
75.272446,82.786378,68.343653,76.30031,84.891641,99.003096,75.043344,84.272446,68.489164,62.755418,72.458204,78.606811,73.829721,80.139319,68.616099,77.77709,88,67.275542,20.374362,0.409863,0.481402,17.885936,0.70207,0.055555,17.124512,0.667755,0.764361,9.296239,1.470226,0.488458,16.848224,0.830403,1.138132,21.490436,0.515998,0.446787,P12,14
76.939577,82.353474,71.081571,89.561934,104.993958,88.963746,89.782477,103.293051,80.039275,61.495468,72.23565,78.755287,69.489426,73.280967,71.761329,79.138973,94.444109,69.984894,20.1516,0.478048,0.27371,18.129901,0.109764,0.21685,15.690197,0.523104,0.511173,9.543468,1.439221,0.429917,16.543334,0.914585,1.24874,20.940832,0.496866,0.144637,P12,15
89.129717,102.070755,82.037736,91.658019,106.290094,85.20283,90.334906,104.221698,86.122642,67.346698,79.054245,59.042453,79.938679,93.287736,83.830189,89.266509,102.948113,82.974057,19.578812,0.282665,0.464281,17.204199,0.483985,0.486993,16.245641,0.516612,0.544316,8.142602,0.454932,0.478884,15.78081,0.925142,1.191334,21.054449,0.221798,0.186291,P12,16
61.329341,78.98503,68.434132,66.350299,86.997006,100.05988,62.526946,86.092814,68.200599,55.856287,72.703593,79.05988,59.203593,77.017964,68.203593,65.449102,84.407186,67.272455,4.382796,7.796231,8.24731,4.505491,8.427393,7.052159,4.10537,7.572034,5.94676,1.251468,1.077333,2.485167,4.94465,9.101538,8.932574,1.540506,2.433931,3.038775,P13,1
58.568807,74.95107,68.214067,65.957187,86.41896,100.957187,65.932722,90.792049,68.969419,55.348624,70.883792,80.165138,56.712538,73.235474,69.678899,64.33945,83.59633,67.577982,8.962068,17.110114,17.199408,8.985445,17.672315,17.797657,9.228748,16.757112,19.457607,4.440658,6.733817,17.495223,8.230803,15.738971,18.659125,2.099455,3.516982,21.301804,P13,2
58.410811,73.832432,63.591892,65.962162,86.594595,100.716216,64.656757,89.062162,66.194595,53.667568,68.872973,80.562162,52.989189,68.948649,64.759459,60.883784,81.191892,68.591892,12.517399,23.210879,24.935125,12.94536,23.969191,24.15598,11.679898,20.548135,23.327399,4.994622,7.233748,16.161271,14.429133,24.810418,23.208782,4.098122,7.603587,20.658705,P13,3
61.67867,79.462604,68.351801,67.177285,87.576177,99.614958,65.908587,89.903047,74.886427,54.421053,70.304709,79.520776,59.858726,77.426593,69.282548,67.412742,84.163435,67.412742,1.786938,3.032486,1.72349,2.802182,4.606437,1.90311,12.666398,17.147043,17.820305,3.757909,4.736983,3.29025,1.575254,2.602101,1.387698,2.744676,4.307874,2.513951,P13,13
64.412651,83.496988,67.518072,67.325301,87.834337,99.578313,61.240964,83.63253,69.039157,46.057229,57.858434,71.605422,64.626506,84.289157,68.533133,62.111446,76.286145,73.665663,2.661906,4.657872,1.391553,3.375526,5.660018,2.831069,2.50585,3.870326,2.476693,11.298778,16.695568,3.806031,2.75489,4.298445,1.425495,6.112617,8.595287,4.596977,P13,5
61.116505,79.323625,68.190939,67.618123,87.834951,98.644013,60.194175,81.786408,70.239482,41.278317,51.553398,72.045307,65.323625,84.456311,69.550162,54.770227,69.291262,82.744337,1.014149,1.383721,0.83943,1.495342,2.139611,1.378101,1.56659,2.487446,2.057647,2.559369,4.531932,2.152267,1.045312,1.603657,1.568782,1.556577,2.33988,1.663235,P13,6
62.516035,80.836735,68.008746,66.25656,86.370262,99.763848,61.329446,84.157434,68.379009,56.186589,73.405248,72.851312,62.271137,80.924198,68.530612,71.760933,89.294461,69.71137,1.206955,1.894335,0.8921,1.087194,1.625217,1.315828,1.454632,2.419249,1.69266,2.000042,1.09154,2.514922,1.286603,1.77612,1.277101,2.218657,2.812539,2.396806,P13,7
62.69279,80.573668,69.968652,67.855799,89.22884,99.360502,64.736677,89.031348,67.206897,54.373041,70.645768,78.652038,58,75.611285,71.677116,66.040752,85.69906,67.332288,5.004667,9.302984,14.517494,4.520024,8.752661,11.174246,5.866295,10.124257,14.903277,4.077851,4.678026,4.85281,6.234699,10.902791,15.99096,2.184636,3.464604,3.90353,P13,9
62.190332,79.746224,69.519637,67.47432,88.854985,100.093656,66.359517,92.915408,70.749245,56.504532,72.401813,78.021148,58.012085,75.845921,71.024169,63.927492,84.73716,67.682779,5.012675,9.556745,18.269435,4.795684,8.381579,14.968052,10.165729,22.411938,29.284942,3.598734,4.229646,6.433685,6.844839,11.630404,19.058172,2.239618,4.00835,4.971123,P13,2
61.906433,79.608187,66.397661,67.669591,88.423977,100.444444,63.906433,88.400585,70.584795,57.192982,73.611111,77.119883,57.745614,75.307018,68.479532,68.853801,85.385965,67.622807,8.154396,16.219753,9.849143,4.945216,10.372524,10.199536,8.351035,18.66558,19.995982,1.545852,1.036297,2.639159,11.063727,20.539704,11.113365,1.271241,2.076781,2.919155,P13,10
62.694767,80.459302,69.767442,73.197674,96.549419,94.930233,68.758721,94.459302,73.883721,50.988372,65.502907,80.226744,59.427326,77.494186,70.790698,61.947674,78.636628,69.177326,3.14705,5.55664,2.99,6.503255,10.616075,8.997145,5.665833,9.180273,8.799998,4.146291,5.956723,11.593692,4.656885,7.869944,3.314402,4.675225,6.740536,9.719942,P13,11
